clf_lex,clf_pos,clf_conc,clf_emb,clf_lex_pos,clf_lex_conc,clf_lex_emb,clf_lex_pos_conc,clf_lex_pos_emb,clf_lex_emb_conc,clf_lex_pos_emb_conc,clf_lex_tm,clf_pos_tm,clf_conc_tm,clf_emb_tm,clf_lex_pos_tm,clf_lex_emb_tm,clf_lex_conc_tm,clf_conc_emb_tm,clf_lex_pos_conc_tm,clf_lex_pos_conc_emb_tm,gold,lemmas
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,"['век', 'перегон', 'скот', 'альпийский', 'пастбище', 'равнинный', 'луг', 'животное', 'отдыхать', 'деревушка', 'делать', 'молоко', 'мягкий', 'сыр']"
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['прабабушка', 'успевать', 'совхозный', 'корова', 'вести', 'домашний', 'хозяйство', 'воспитывать', 'маленький', 'ребенок']"
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['ранний', 'детство', 'приучить', 'труд', 'сестра', 'брат', 'работать', 'помогать', 'родитель', 'носить', 'дрова', 'кормить', 'курочка', 'небольшой', 'сумма', 'полоть', 'совхозный', 'поле', 'картофель', 'капуста', 'морковь', 'пробовать', 'корова']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"['корова', 'печка', 'топить', 'пирог', 'морковь', 'капуста', 'печь']"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['мехдойка', 'появиться', 'корова', 'вручную', 'надаивать', 'буренка', 'половина', 'тысяча', 'литр', 'молоко']"
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['знать', 'готовить', 'например', 'краса', 'россия', 'евгения', 'лаповый', 'сказать', 'уметь', 'корова', 'знак-кавычки', 'знак-кавычки']"
1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,"['служить', 'устилать', 'ложе', 'свежий', 'лист', 'олень', 'вечер', 'утро', 'выводить', 'пастбище']"
1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"['забывать', 'помнить', 'смерть', 'олень', 'который', 'заливаться', 'слеза']"
1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['жизнь', 'заставить', 'держать', 'корова']"
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['пресс', 'показ', 'новый', 'фильм', 'иван', 'дыховичный', 'вдох', 'выдох', 'явно', 'посторонний', 'человек', 'сказать', 'громко', 'сердце', 'деревня', 'утро', 'корова', 'сопливый', 'жрать', 'проблема', 'рука', 'снять', 'знак-кавычки', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['ферма', 'корова', 'рассматривать', 'возможность', 'расширение', 'производство']"
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['система', 'корова', 'час', 'зависимость', 'количество', 'установленный', 'робот']"
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['крестьянка', 'корова', 'вдыхать', 'целебный', 'пар', 'молоко', 'который', 'составлять', 'богатство', 'тамошний', 'деревня']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['корова', 'получиться']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"['июль', 'женщина', 'корова', 'двор']"
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['маленький', 'мадина', 'хотеть', 'конь', 'поехать', 'настоящий', 'хадж', 'взять', 'верблюдица', 'который', 'везти', 'вещь', 'козочка']"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,"['ночь', 'раган', 'колдовать', 'скотина', 'корова', 'ездить', 'верхом', 'стричь', 'овца']"
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['родильный', 'отделение', 'корова', 'обычно', 'содержать', 'привязь', 'переносной', 'ведро']"
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['корова', 'специальный', 'помещение', 'установка', 'елочка', 'который', 'оборудовать', 'устройство', 'раздача', 'концентрированный', 'корм']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['теленок', 'матерь', 'находиться', 'денник', 'переводить', 'профилакторий', 'корова', 'секция', 'новотельный', 'животное', 'двукратно', 'установка', 'елочка', 'знак-кавычки']"
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['ферма', 'электричество', 'водопровод', 'крестьянский', 'ребенок', 'малый', 'год', 'помогать', 'родитель', 'вести', 'хозяйство', 'сажать', 'убирать', 'овощ', 'корова', 'ухаживать', 'другой', 'животное', 'выполнять', 'необходимый', 'бытовой', 'работа']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['появление', 'колхоз', 'первый', 'техника', 'хозяйство', 'лошадь', 'корова', 'который', 'ухаживать', 'один', 'доярка', 'устинов', 'марфа', 'васильевна']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['радушный', 'хозяин', 'тетерить', 'удовольствие', 'показать', 'рассказать', 'кормить', 'домашний', 'птица', 'стричь', 'овечка', 'корова', 'ухаживать', 'лошадь']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['всякий', 'ясный', 'день', 'хороший', 'питание', 'самый', 'сильный', 'породистый', 'лошадь', 'стать', 'кляча', 'неспособный', 'работа', 'молочный', 'корова', 'перестать', 'питаться', 'гнилой', 'солома', 'урожай', 'прошлый', 'год', 'неподсдобить', 'ничтожный', 'продукт', 'отрубь']"
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['корова', 'научить', 'каждый', 'день', 'утро']"
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['опустить', 'немка', 'должный', 'корова', 'знак-кавычки']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['веление', 'режиссер', 'алан', 'бадоева', 'семенович', 'придтись', 'корова', 'возиться', 'прочий', 'сельский', 'живность', 'сюжет', 'оказываться', 'альпийский', 'деревня', 'вести', 'соответствующий', 'образ', 'жизнь']"
1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['отойти', 'видеть', 'звездочка']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['корова', 'старый', 'невозможно']"
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['вить', 'канал', 'московский', 'хотеться', 'рассказывать', 'выезжать', 'далеко', 'мкад', 'дрова', 'рубить', 'корова']"
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,"['великобритания', 'семейный', 'ферма', 'специализироваться', 'производство', 'молоко', 'содержать', 'корова', 'удой', 'л', 'год']"
0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,"['огород', 'шастать', 'корова', 'спать', 'ржать', 'белый', 'свет', 'выползать', 'старик']"
0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,"['шепетовка', 'привыкнуть', 'читать', 'свежий', 'пресса', 'утро', 'женщина', 'корова', 'бидон', 'молочко', 'отправлять', 'муж', 'шахта', 'место', 'время', 'газета', 'говорить', 'журнал']"
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['антонина', 'михайловна', 'саша', 'виталий', 'коза']"
1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,"['решить', 'один', 'фиксировать', 'задний', 'нога', 'второй', 'передний', 'третий', 'рог', 'антонина', 'михайловна', 'самый', 'опытный', 'придтись', 'знак-кавычки']"
0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"['сдерживаться', 'учтивый', 'спросить', 'уметь', 'корова', 'стричь', 'овца', 'косить', 'молотить']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['корова', 'спасти', 'верить', 'научиться']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['допустимый', 'страна', 'исправно', 'лить', 'чугун', 'пилить', 'древесина', 'молоко', 'выращивать', 'свинина', 'шинковать', 'мясной', 'консервы', 'обязательный', 'норма', 'резервирование', 'составлять', 'процент', 'депозит', 'коммерческий', 'банк', 'положенный', 'беспроцентный', 'вклад', 'центробанк']"
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['жена', 'очередь', 'носить', 'вода', 'дом', 'готовить', 'пшено', 'ручной', 'мельница', 'корова', 'приносить', 'молоко', 'хозяин']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['матрена', 'отличаться', 'трудолюбие', 'вставать', 'утро', 'тихо', 'вежливо', 'стараться', 'шуршать', 'топить', 'русский', 'печь', 'ходить', 'коза', 'вода', 'варить', 'чугунок']"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['строгий', 'санитарный', 'норма', 'столичный', 'публика', 'лишиться', 'один', 'интересный', 'зрелище', 'задумка', 'создатель', 'ресторан', 'корова', 'должный', 'глаз', 'посетитель']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['несомненно', 'стоить', 'упомянуть', 'стать', 'затапливать', 'русский', 'печь', 'лезть', 'подполье', 'постоянно', 'говорить', 'картошка', 'бежать', 'амбар', 'лук', 'ставить', 'известно', 'разный', 'чугунок', 'готовить', 'пойло', 'теленок', 'давать', 'корм', 'корова', 'свинья', 'курица', 'процеживать', 'марля', 'молоко', 'разливать', 'всевозможный', 'банк', 'склянка', 'делать', 'тыща', 'дело', 'мягко', 'самовар', 'знак-кавычки']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['предназначенный', 'жертвоприношение', 'животное', 'нежелательно', 'стричь', 'шерсть', 'садиться', 'верхом']"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['первотелка', 'соблюдение', 'правило', 'долго', 'старый', 'корова']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['возможность', 'быстро', 'непрерывно', 'прекращение', 'молокоотдача']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['общий', 'предок', 'работать', 'недалеко', 'дом', 'мужчина', 'пахать', 'женщина', 'корова', 'собака', 'рядом', 'крутиться']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['корова', 'сильно', 'снижать', 'удой', 'редко', 'совсем', 'прекращать']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['тыс', 'литр', 'покрой', 'издержки', 'который', 'заложить', 'государство', 'схема']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['например', 'узнавать', 'самка', 'животное', 'различный', 'страна', 'мир', 'получить', 'молоко']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['специальный', 'рур', 'коломыя', 'подключить', 'село', 'просто', 'конюшня', 'корова', 'молоко']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['яловый', 'матка', 'нередко', 'круглый', 'год']"
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"['видеть', 'сад', 'высокий', 'белый', 'пастух', 'который', 'овца']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['первый', 'год', 'кг', 'молоко', 'корова']"
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['значит', 'уметь', 'рисовать', 'играть', 'фортепиано', 'владеть', 'монгольский', 'язык', 'корова', 'возить', 'комбайн', 'покос', 'пшеница', 'разрабатывать', 'аппарат', 'сбор', 'пыльца', 'фиалка', 'планировать', 'овладеть', 'техника', 'копирование', 'пол']"
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['проходить', 'час', 'объяснять', 'корова']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['хозяйство', 'вести', 'корова', 'кормить', 'трава', 'косить', 'огород', 'сажать', 'поливать', 'удобрять', 'окучивать']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['рука', 'утро', 'вечер']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['научиться', 'жить', 'земля', 'разбивать', 'лагерь', 'ставить', 'палатка', 'ездить', 'верхом', 'корова', 'разжигать', 'костер']"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['деревня', 'чужой', 'позволить', 'присутствовать', 'корова', 'внезапный', 'убыль', 'молоко', 'кровавый', 'оттенок', 'приписать', 'дурной', 'глаз']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['правильно', 'плавно', 'сжимать', 'кулак', 'перебирать', 'палец']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['бывать', 'коза', 'первый', 'время', 'сложно', 'кричать', 'пытаться', 'вырваться', 'обычно', 'проходить']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['любой', 'случай', 'нежно', 'пытаться', 'использовать', 'нежный', 'массаж', 'вымя', 'улучшить', 'кровообращение', 'крем', 'доение', 'всякий', 'разный', 'облепиха', 'ромашка', 'пихта']"
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"['привет', 'изначально', 'шебутной', 'долго', 'орать', 'привезти', 'фотка', 'скидывать', 'рог', 'погнуть', 'задний', 'копыто', 'один', 'половинка', 'обломать', 'вымя', 'никакой', 'отклонение', 'молоко', 'давать', 'вкусный', 'характер', 'дурной', 'стоять', 'ровно', 'жена', 'привязь', 'приходиться', 'держать', 'голова', 'второй', 'коза', 'козленок', 'старый', 'спокойный', 'послушный', 'часто', 'долбить', 'перегородка', 'угомонить', 'заскок', 'младший', 'стараться', 'нарушать', 'старшинство', 'корм', 'вода', 'впервый', 'очередь', 'старший']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['подземный', 'хлев', 'который', 'серна', 'лань']"
1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,"['зелиген', 'частенько', 'помогать', 'фермер', 'собирать', 'урожай', 'пасть', 'корова', 'шить', 'вязать', 'открывать', 'любимец', 'тайна', 'целебный', 'растение', 'спасать', 'заплутать', 'лес']"
1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,"['речь', 'продумать', 'заниматься', 'повседневный', 'работа', 'обедать', 'прохаживаться', 'улица', 'корова', 'ходить', 'мясной', 'бакалейный', 'лавка', 'корзинка', 'рука', 'накинуть', 'плечо', 'старый', 'серый', 'шарф', 'рядом', 'идти', 'маленький', 'сын', 'болтать', 'задавать', 'вопрос', 'начинать', 'капризничать', 'дергать', 'отец', 'длинный', 'худой', 'палец', 'тщетно', 'пытаться', 'заставить', 'отвечать']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['дивиря', 'сын', 'ответить', 'матрена', 'суховато', 'уйти', 'коза']"
0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,"['провести', 'исследование', 'наличие', 'пестицид', 'продукт', 'почувствовать', 'страстный', 'желание', 'переехать', 'семья', 'экологически', 'чистый', 'место', 'остаться', 'сажать', 'огород', 'корова', 'бурить', 'колодец', 'поиск', 'вода']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['жена', 'галина', 'год', 'корова', 'кирпичный', 'забор']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['писать', 'краска', 'чужой', 'корова', 'запрещаться']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['альшеевский', 'район', 'каждый', 'год', 'приезжать', 'нэнэй', 'кортэтэй', 'ездить', 'велосипед', 'прочесывать', 'грядка', 'корова']"
0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,"['человек', 'корова', 'кобылица', 'коза', 'овца', 'верблюд', 'олень', 'буйволица', 'ослица', 'самка', 'яков', 'зебу']"
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,"['отвечать', 'мерлин', 'надлежащий', 'женщина', 'скромность', 'поведать', 'король', 'однажды', 'девица', 'пойти', 'корова', 'повстречаться', 'рыцарь', 'горячий', 'сила', 'лишить', 'девственность']"
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['воспитанник', 'десятилетний', 'толя', 'посещение', 'взять', 'патронат', 'семья', 'восторг', 'говорить', 'дрова', 'научиться', 'колоть', 'корова', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['ферма', 'увидеть', 'роботизированный', 'рука', 'который', 'корова', 'рассказать', 'изобретение', 'оператор', 'бензоколонка', 'нико', 'ставеренный', 'знак-кавычки']"
1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['корова', 'уметь']"
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['местный', 'житель', 'долгий', 'время', 'сидеть', 'пособие', 'безработица', 'вдруг', 'рвануть', 'обратно', 'сталь', 'корова', 'советский', 'год']"
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['важенка', 'получать', 'молоко']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['остановиться', 'очередной', 'женщина', 'достать', 'деревянный', 'мису', 'пристроить', 'нога', 'стать', 'корова']"
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['свет', 'топить', 'печь', 'кормить', 'скотина']"
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['юськ', 'дело', 'спросить', 'матрена', 'подходить', 'околица', 'усталый', 'утро', 'корова', 'двор', 'выпускать', 'сегодня']"
1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,"['самый', 'проклятый', 'ныть', 'проходить', 'посмотреть', 'делать', 'врач', 'загубить', 'добрый', 'операция', 'направить', 'жить', 'хотеть', 'понимать', 'ходить', 'корова']"
1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,"['корова', 'каждый', 'день', 'кормить', 'поить', 'корм', 'заготовлять', 'рано', 'утро', 'вставать', 'стадо', 'провожать', 'пасть']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['жена', 'богач', 'каждый', 'день', 'вставать', 'заря', 'кормить', 'скот', 'корова', 'подметать', 'двор', 'убирать', 'дом', 'варить', 'еда', 'вечер', 'готовить', 'муж', 'ненасытный', 'гость', 'вкусный', 'угощение']"
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['жена', 'хозяин', 'ведро', 'рука', 'выйти', 'скотный', 'двор', 'корова']"
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['эльмар', 'уверять', 'некоторый', 'горожанин', 'трудно', 'поверить', 'настолько', 'далекий', 'сельский', 'жизнь', 'представлять', 'браться', 'молоко', 'корова']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['возвращение', 'пастбище', 'готовить', 'овечий', 'молоко', 'сыр']"
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,"['копать', 'огород', 'стричь', 'овца', 'корова', 'жить', 'естественный', 'спокойный', 'медленный', 'жизнь']"
0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['жизнь', 'человек', 'вставать', 'утро', 'ходить', 'ферма', 'корова', 'ребенок', 'добираться', 'школа', 'пешком', 'терпеть', 'нищета', 'труд', 'получать', 'копейка', 'вынужденный', 'покинуть', 'земля', 'хозяйство', 'распасться', 'закрыться', 'возвращаться', 'родина', 'новый', 'порядок', 'должный', 'пробираться', 'дальний', 'деревня', 'озеро', 'змеиный', 'болото', 'стоять', 'идти', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['молочный', 'ферма', 'ручной', 'корова', 'голова', 'приходиться', 'один', 'доярка']"
1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['год', 'иисус', 'научиться', 'домашний', 'корова', 'ухаживать', 'остальной', 'животное']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"['начало', 'пир', 'молодожены', 'корова']"
0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,"['таня', 'тетя', 'корова', 'удивляться']"
0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['история', 'рассказать', 'мама', 'маленький', 'жить', 'деревня', 'часто', 'ночевать', 'бабушка', 'очередной', 'ночь', 'бабушка', 'уйти', 'корова', 'дойка', 'происходить', 'определенный', 'время', 'поздно', 'мама', 'стать', 'смотреть', 'телевизор', 'который', 'стоять', 'окно', 'отчетливый', 'слышать', 'цокот', 'копытце']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['человек', 'верить', 'смеяться', 'слеза', 'пойти', 'бабушка', 'главное', 'утро', 'корова', 'мама', 'дочка', 'телек', 'смотреть', 'дом', 'улица', 'никто', 'выглядывать', 'бред', 'полный', 'однозначно', 'большой', 'минус']"
1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['экскурсия', 'ассен', 'город', 'примерно', 'тысяча', 'население', 'ребенок', 'научиться', 'корова', 'стоять', 'центр', 'резиновый', 'всякий', 'желающий', 'подоить', 'нацедить', 'вода']"
0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,"['швейцарец', 'перестать', 'корова', 'предаваться', 'меланхолический', 'игра', 'альпенхорн']"
0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,"['корова', 'ночь', 'вставать', 'рано', 'утро']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['чабанов', 'овца', 'ореховый', 'скорлупа']"
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,"['подойник', 'давно', 'рассохнуться', 'некого', 'сушь']"
0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,"['теленок', 'породистый', 'оставляться', 'матка', 'который', 'утро', 'дочиста']"
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['впервые', 'слышать', 'ссыльный', 'немецкий', 'ребенок', 'приходиться', 'корова', 'дважды', 'сутки', 'спать', 'зима', 'хлев', 'замерзнуть']"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,"['гость', 'познакомиться', 'различный', 'домашний', 'животное', 'попробовать', 'корова', 'коза', 'покормить', 'птица', 'кролик', 'почистить', 'оседлать', 'конь', 'прокатиться', 'верхом']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"['однажды', 'корова', 'люська', 'задавить', 'васенька']"
1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,"['нравиться', 'солнышко', 'стать', 'теплый', 'знак-кавычки']"
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"['кондиционер', 'холодить', 'зной', 'холод']"
1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,"['самый', 'дело', 'современный', 'камин', 'топка']"
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['ваз', 'печка']"
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['отопление', 'электричество', 'самый', 'дорогой', 'важно', 'вода', 'система', 'спираль', 'тепловой', 'пушок']"
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['транспортировка', 'холодный', 'вода', 'любой', 'время', 'год', 'использоваться', 'гибкий', 'одинарный', 'теплоизолировать', 'труба', 'автоматический', 'кабель']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['антифриз', 'подкапотный', 'пространство', 'блок', 'далеко', 'масло']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['край', 'только-только', 'начинать', 'чувствоваться', 'первый', 'дуновение', 'весна', 'мальдивы', 'отчаянно', 'солнце', 'лазурный', 'вода', 'индийский', 'океан', 'ласково', 'омывать', 'прибрежный', 'песок']"
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['походный', 'условие', 'предпочтительный', 'носок', 'шерстяной', 'хлопчатобумажный', 'который', 'легко', 'сбиваться', 'образовывать', 'натирать', 'нога', 'складка', 'знак-кавычки']"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['правда', 'сжатие', 'воздух', 'компрессор', 'станция', 'пневмозаправка', 'нагреваться', 'тепло', 'толк', 'атмосфера', 'знак-кавычки']"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['мягкий', 'теплый', 'вещь', 'ребеночек', 'лютый', 'мороз', 'напоминать', 'жаркое', 'хорватский', 'лето']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['бриться', 'слушать', 'радио', 'завтрак', 'проветривать', 'комната', 'заучивать', 'иностранный', 'слово']"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"['рюмка', 'коньяк', 'ладонь', 'держать', 'огнь', 'дурной', 'тон']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['например', 'одновременно', 'вода', 'электрочайник', 'нагревать', 'котел', 'работать', 'телевизор', 'электроинструмент', 'вероятность', 'произойти', 'короткий', 'замыкание', 'большой']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['коттедж', 'сложный', 'система', 'отопление', 'батарея']"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['вода', 'бассейн', 'заверять', 'градус', 'дочка', 'растроиться', 'хотеть', 'покупаться']"
