,sents,targets,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
183,россиянка_NOUN бомбардировать_INFN футбольный_ADJF снаряд_NOUN штрафной_ADJF гость_NOUN пермь_NOUN намерить_PRTS сдаваться_INFN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15016694,0.051285673,0.0,0.1314231,0.0011383351,0.34288168,0.06398668,0.0,0.0,0.25105882,0.0,0.00084848225,0.0,0.0,0.0,0.006788341,0.00042204504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,случай_NOUN иона_NOUN бомбардировать_INFN поверхность_NOUN металл_NOUN угол_NOUN большинство_NOUN меньший_ADJF 90_NUMR 0_NUMR также_CONJ терять_VERB набрать_PRTF катодный_ADJF слой_NOUN энергия_NOUN столкновение_NOUN стекло_NOUN очевидно_CONJ должный_ADJS уменьшать_INFN,0,0.0,0.0,0.0,0.0,0.26627153,1.9436615e-05,0.00039785026,0.0,0.0,0.0004392174,0.0,0.035159733,0.0,0.0,0.00016918914,0.0,0.09978071,0.0,0.0,0.507208,0.009702914,0.0,0.08085145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,пять_ADJF день_NOUN война_NOUN английский_ADJF французский_ADJF авиация_NOUN бомбардировать_INFN порт-саид_NOUN затем_ADVB высадить_PRTS парашютный_ADJF десант_NOUN,0,0.0,0.0,0.015957754,0.0,0.0,0.0,0.0,0.0,0.009196844,0.0,0.020931596,0.036755472,0.0,0.00015483642,0.0,0.87654555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057583717,0.0,0.034699526,0.0
186,военный_NOUN телеграмма_NOUN оповестить_VERB турция_NOUN присоединиться_VERB воевать_PRTF держава_NOUN гебена_NOUN бомбардировать_INFN новороссийск_NOUN феодосий_NOUN 72_NUMR побеждать_INFN турку_NOUN разыгрываться_PRTF аппетит_NOUN пожалуй_PRCL захотеться_VERB пообедать_INFN константинополь_NOUN,0,0.08608652,0.09669104,0.0,0.0,0.0,0.0,0.00021354733,0.0,0.0,0.09350164,0.0,0.021824023,0.0,0.004272716,0.0,0.3893543,0.066764526,0.0,0.0,0.0,0.023771588,0.0,0.019497558,0.0,0.0,5.7367335e-05,0.08138612,0.0,0.0,0.11657907
187,затем_ADVB получить_PRTF газообразный_ADJF вещество_NOUN бомбардировать_INFN зарядить_PRTF частица_NOUN позволять_VERB определить_INFN количество_NOUN радиоактивный_ADJF изотоп_NOUN углерод_NOUN,0,0.0,0.0,0.0,0.0,0.01861562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98138434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,поэтому_ADVB 2009_NUMR год_NOUN появиться_VERB очередной_ADJF страшилка_NOUN 2012_NUMR вид_NOUN нашуметь_PRTF фильм_NOUN катастрофа_NOUN 2012_NUMR источник_NOUN циклический_ADJF катаклизм_NOUN назвать_PRTS солнце_NOUN определённый_ADJF временной_ADJF момент_NOUN бомбардировать_INFN солнечный_ADJF система_NOUN плотный_ADJF нейтрино_NOUN разогревать_PRTF земной_ADJF ядро_NOUN,0,0.0009850158,0.0,0.12336003,0.0,0.29807878,0.055418212,0.009386337,0.0,0.0,0.0,0.18420406,0.0016061369,0.0,0.0,0.0,0.0,0.0016307594,0.0,0.0,0.12896621,0.00012331437,0.0,0.117651895,0.0,0.0,0.0,0.069903135,0.0,0.0007464584,0.007939508
189,основной_ADJF требование_NOUN восстать_PRTF выдача_NOUN имя_NOUN оружие_NOUN удаление_NOUN угрожать_PRTF город_NOUN батарея_NOUN отвергнуть_VERB 14_NUMR июнь_NOUN виндишгрец_NOUN начать_VERB бомбардировать_INFN прага_NOUN 17_NUMR июнь_NOUN город_NOUN капитулировать_VERB начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN,0,0.092186205,0.00071537483,0.0,0.0,0.10944349,0.0,0.004260229,0.0,0.00048402438,0.014703491,0.0,0.0,0.000300845,0.17706904,0.0,0.50082415,0.0,0.0,0.0,0.0,0.0039310297,0.00014432316,0.0015943745,0.0,0.0,0.0,0.086826555,0.007516901,0.0,0.0
190,космический_ADJF частица_NOUN постоянно_ADVB бомбардировать_INFN околоземный_ADJF космический_ADJF пространство_NOUN несомненно_ADVB мочь_VERB оказывать_INFN влияние_NOUN процесс_NOUN происходить_PRTF среда_NOUN также_CONJ техника_NOUN создать_PRTF человек_NOUN самый_ADJF человек_NOUN живой_NOUN организм_NOUN биологический_ADJF структура_NOUN постоянно_ADVB+бомбардировать_INFN постоянно_ADVB+бомбардировать_INFN постоянно_ADVB+бомбардировать_INFN,0,0.0,0.0,0.014228576,0.0,7.139248e-05,0.0,0.15165398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8325897,3.901794e-05,0.0,0.0005597996,0.0,0.00054979953,0.0,0.00030783258,0.0,0.0,0.0
191,<NUM_FLOAT>_NUMR 1853_NUMR ввести_PRTS военный_ADJF положение_NOUN <NUM_FLOAT>_NUMR 1854_NUMR англо-французский_ADJF флот_NOUN бомбардировать_INFN одесса_NOUN <NUM_FLOAT>_NUMR 1854_NUMR евпатория_NOUN крым_NOUN высадиться_VERB союзнический_ADJF армия_NOUN,0,0.0001538222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002095171,0.0,0.4857592,0.0,0.20708932,0.0,0.0,0.0,0.0,0.0,0.00575193,0.18205202,0.11709852,0.0,0.0,0.0,0.0
192,десять_NUMR день_NOUN сплошь_ADVB бомбардировать_INFN измор_NOUN брать_VERB мочь_VERB статься_INFN подвешивать_INFN нога_NOUN голова_NOUN вниз_ADVB стать_VERB,0,0.0,0.12880558,0.012292745,0.0,0.0010546211,0.024682343,0.10618971,0.0,0.0,0.0,0.0,0.00058645336,0.0,0.0,0.0,0.0,0.54084855,0.0,0.033708144,0.0,0.0,0.0,0.019366726,0.0,0.0,0.0,0.13218851,0.0,0.0,0.00027665493
193,нато_NOUN приезжать_VERB бомбардировать_INFN весь_ADJF трус_NOUN мочь_VERB пройти_INFN вперёд_ADVB,0,0.0,0.0,0.0,0.0,0.002931948,0.0,0.36793947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031899594,0.0,0.0,0.0,0.0,0.0,0.0,0.42216536,0.0,0.0,0.0,0.1750637,0.0,0.0,0.0
194,нижний_ADJF продолжать_VERB бомбардировать_INFN кольцо_NOUN возможность_NOUN однако_CONJ весь_ADJF усилие_NOUN напрасный_ADJS продолжать_VERB+бомбардировать_INFN продолжать_VERB+бомбардировать_INFN продолжать_VERB+бомбардировать_INFN,0,0.0,0.0,0.0038477972,0.0,0.07854595,0.027798168,0.0040600155,0.0,0.0,0.0,0.0,0.0,0.0,0.010767868,0.0,0.00057024154,0.0,0.0,0.00039591832,0.03678383,0.0,0.0,0.4071752,0.0,0.0,0.0,0.0015842862,0.20656294,0.0,0.22190773
195,коммодор_NOUN чарльз_NOUN эллиот_NOUN отряд_NOUN винтовой_ADJF судно_NOUN вернуться_PRTF сибирь_NOUN бомбардировать_INFN упор_NOUN каменный_ADJF глинобитный_ADJF форт_NOUN китайский_ADJF крепость_NOUN построить_PRTF крутой_ADJF обрыв_NOUN высокий_ADJF каменный_ADJF сопка_NOUN левый_ADJF берег_NOUN кантон_NOUN,0,0.0026042245,0.0,0.0,0.0,0.0,0.21661021,0.035170067,0.1400177,0.0,0.051641688,0.0,0.0,0.00052105635,0.0,0.0,0.2502412,0.0,0.0,0.061706964,0.0,0.044768106,0.0,0.051813275,0.0,0.0,0.0,0.0,0.043733034,0.0,0.10117247
196,группа_NOUN исследователь_NOUN обнаружить_VERB существование_NOUN высокоактивный_ADJF электрон_NOUN буквально_ADVB бомбардировать_INFN земля_NOUN космос_NOUN буквально_ADVB+бомбардировать_INFN буквально_ADVB+бомбардировать_INFN буквально_ADVB+бомбардировать_INFN,0,0.0,0.0,0.002049263,0.0,0.1261868,0.0,0.0020231332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18889506,0.0,0.0,0.61298597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06785978,0.0
197,получить_PRTF дать_PRTF учёный_NOUN опубликовать_VERB журнал_NOUN коротко_ADVB писать_VERB портал_NOUN исследователь_NOUN работать_VERB линейный_ADJF ускоритель_NOUN электрон_NOUN помощь_NOUN нейтронный_ADJF источник_NOUN бомбардировать_INFN нейтрон_NOUN различный_ADJF мишень_NOUN,0,0.0,0.0,0.024182871,0.0,0.1479909,0.058457598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5911161,0.01950398,0.021684544,0.00025544374,0.0,0.0,0.0,0.025440514,0.0,0.11136816,0.0
198,10_NUMR 14_NUMR день_NOUN культивирование_NOUN получить_PRTF зрелый_ADJF семя_NOUN эксплант_NOUN состояние_NOUN дать_INFN начать_VERB новый_ADJF проросток_NOUN бомбардировать_INFN днк_NOUN,0,0.00016030528,0.0,0.028537197,0.0,0.31827646,0.2775486,0.12535128,0.0020962646,0.0,0.06790497,0.0,0.0,0.0,0.0029680834,0.0,0.021771474,0.007703013,0.0,0.0,0.0034121717,0.05196975,0.0,0.08099222,0.0,0.0,0.0,0.009585107,0.0,0.0017232309,0.0
199,англичанин_NOUN бомбардировать_INFN копенгаген_NOUN 1807_NUMR год_NOUN,0,0.0,0.0009774702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078258,0.0,0.0,0.0,0.14698878,0.0,0.25059876,0.0,0.29175657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018526135,0.0,0.0,0.0,0.0
200,атмосфера_NOUN разрядить_PRTF метеорит_NOUN огромный_ADJF количество_NOUN сгорать_PRTF верхний_ADJF слой_NOUN воздух_NOUN стать_VERB бомбардировать_INFN весь_ADJF поверхность_NOUN земля_NOUN поскольку_CONJ лететь_VERB скорость_NOUN шесть_NUMR сорок_NUMR миля_NOUN секунда_NOUN из-за_PREP падение_NOUN мочь_VERB загореться_INFN весь_ADJF мочь_VERB гореть_INFN огромный_ADJF+количество_NOUN огромный_ADJF+количество_NOUN огромный_ADJF+количество_NOUN,0,1.1432241e-05,0.0,0.0069035464,0.0,0.067330144,0.09479752,0.013348638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017555191,0.0,0.0,0.21810067,0.0,0.0,0.5464191,0.0,0.0,0.0,0.05133353,0.0,0.0,0.0
201,азаренко_NOUN бомбардировать_INFN противоположный_ADJF половина_NOUN корт_NOUN свой_ADJF мощный_ADJF удар_NOUN задний_ADJF линия_NOUN кириленко_NOUN практически_ADVB идеально_ADVB выглядеть_VERB подыгрыш_NOUN,0,0.0,0.0,0.0015713095,0.0,0.0019617688,0.00022657837,0.0,0.0,0.0,0.10055696,0.0,0.04397948,0.0,0.0,0.0,0.0050987685,0.0030044743,0.0,0.0,0.0,0.0,0.13832653,0.59838927,0.026320655,0.0,0.0,0.0,0.08056419,0.0,0.0
202,начать_VERB бомбардировать_INFN посёлок_NOUN правда_PRCL причинить_GRND вред_NOUN осмеливаться_GRND войти_INFN зона_NOUN досягаемость_NOUN пушка_NOUN форт_NOUN начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN,0,0.00071538246,0.0,0.0,0.03070899,0.0,0.010725105,0.3007441,0.0,0.0,0.0018263612,0.0,0.0,0.0,0.00014968806,0.0,0.5590946,0.0,0.0,0.0,0.0,0.0,0.0016410843,0.0030619593,0.0019988131,0.0,0.0,0.0,0.08933408,0.0,0.0
203,днём_ADVB говорить_VERB нарке_NOUN ещё_PRCL известно_PRED вечерний_ADJF выпуск_NOUN местный_ADJF газета_NOUN сообщаться_VERB австрийский_ADJF артиллерия_NOUN бомбардировать_INFN белград_NOUN,0,0.0,0.036578592,0.0,0.0,0.0,0.0,0.45536786,0.0,0.0,0.06229846,0.0,0.0,0.0,0.027810773,0.008284383,0.15684454,0.0,0.0,0.0,0.0,0.0,0.16241294,0.07656238,0.0,0.0,0.0,0.00046390624,0.0,0.0,0.013376092
204,франций_NOUN получать_VERB золото_NOUN современный_ADJF ускоритель_NOUN бомбардировать_INFN иона_NOUN кислород_NOUN неон_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022306405,0.0,0.0,0.0,0.0,0.0,0.0,0.99776936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,астроном_NOUN установить_VERB небесный_ADJF тело_NOUN бомбардировать_INFN поверхность_NOUN луна_NOUN этап_NOUN,0,0.0,0.0,0.014838687,0.0,0.0,0.00082175806,0.0,0.0,0.0,0.0,0.0,0.14004621,0.0,0.0,0.009691579,0.0,0.11478887,0.0,0.0,0.6137355,0.10607742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,английский_ADJF газета_NOUN поднимать_VERB крик_NOUN франция_NOUN бомбардировать_INFN ламанщий_ADJS пролив_NOUN сузиться_VERB,0,0.0,0.0,0.0,0.0,0.0,0.1743885,0.00068570196,0.0,0.0,0.0,0.04413347,0.0,0.0,0.0,0.0,0.0019569935,0.23576798,0.0,0.0,0.0,0.13356005,0.1258406,0.0,0.0,0.0,0.0,0.28366673,0.0,0.0,0.0
207,колёсный_ADJF диск_NOUN работать_VERB особенно_ADVB агрессивный_ADJF условие_NOUN воздействовать_VERB влага_NOUN химический_ADJF реактив_NOUN антигололедный_ADJF смесь_NOUN бомбардировать_INFN большой_ADJF скорость_NOUN частица_NOUN песок_NOUN пыль_NOUN случаться_VERB сильный_ADJF удар_NOUN,0,0.0,0.0,3.7976246e-05,0.0,0.012860337,0.09602505,0.0,0.0,0.00013652403,0.0,0.0,0.0,0.0,0.0,0.0,0.0004881676,0.1547097,0.0,0.0,0.4936747,0.00022917522,0.014611614,0.19796395,0.0,0.0,0.0,0.0,0.0,0.0292628,0.0
208,гипотеза_NOUN продержаться_VERB опыт_NOUN резерфорд_NOUN научиться_PRTF бомбардировать_INFN атом_NOUN поток_NOUN альфа-частица_NOUN фиксировать_INFN результат_NOUN бомбардировка_NOUN,0,0.0,0.0,0.029746909,0.0,0.11435069,0.0,0.0,0.0,0.0,0.0,0.0,0.00073679007,0.0,0.0,0.0,0.056757037,0.09439006,0.0,0.0,0.6178578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08616075,0.0
209,именно_PRCL 15_NUMR апрель_NOUN 1961_NUMR год_NOUN прилететь_PRTF центральный_ADJF америка_NOUN самолёт_NOUN бомбардировать_INFN расположить_PRTF бывший_ADJF провинция_NOUN гавана_NOUN аэропорт_NOUN сиудада_NOUN либертад_NOUN сан_NOUN антонио_NOUN де_PRCL баньос_NOUN также_CONJ аэропорт_NOUN сантьяго-де-куба_NOUN оставлять_GRND кровавый_ADJF след_NOUN смерть_NOUN разрушение_NOUN,0,0.0,0.21200289,0.0,0.0,0.0,0.029645031,0.019536989,0.24123248,0.0006743905,0.009559403,0.0,0.053487387,0.0,8.242038e-05,0.0,0.0,0.0012581517,0.0,0.0,0.0,0.0,0.0,0.11590723,0.0,0.000115695104,0.0,0.020721195,0.0,0.0,0.29577675
210,сторона_NOUN отлично_ADVB бомбардировать_INFN кольцо_NOUN оппонент_NOUN попович_NOUN набрать_VERB 7_NUMR очки_NOUN понадобиться_VERB лишь_PRCL 14_NUMR минута_NOUN,0,0.0,0.0,0.00017672392,0.0,0.0,0.0,0.0038738442,0.0,0.0,0.41538385,0.0,0.04938588,0.0,0.0,0.0,0.00011252556,0.0,0.0,0.0,0.0,8.255895e-05,0.0,0.5239307,0.0,0.0,0.0,0.0018926782,0.005161198,0.0,0.0
211,рассвет_NOUN четыре_NUMR пикировщик_NOUN противник_NOUN бомбардировать_INFN монитор_NOUN винница_NOUN подорвать_PRTF оставить_PRTF мелить_VERB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111075165,0.0,0.2918979,0.0,0.0,0.0,0.0,0.0,0.0,0.69674903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002455184
212,отрезать_GRND весь_ADJF путь_NOUN отступление_NOUN приказать_VERB обращать_INFN внимание_NOUN прежний_ADJF условие_NOUN бомбардировать_INFN дредноут_NOUN сбрасывать_GRND бомба_NOUN перерыв_NOUN,0,0.0,0.0,0.0015456448,0.0,0.09271983,0.0,0.17104213,0.0,0.0,0.0,0.0,0.008639727,0.0,0.0,0.0,0.34704882,0.0,0.0,0.0,0.019592708,0.0,0.0,0.31308073,0.0,0.0,0.0,0.04515186,0.00092521193,0.00025331724,0.0
213,одиннадцать_ADJF раунд_NOUN кирилл_NOUN бить_VERB выбор_NOUN бомбардировать_INFN туловище_NOUN наварро_NOUN гонг_NOUN окончание_NOUN раунд_NOUN остановиться_VERB победный_ADJF поза_NOUN центр_NOUN ринг_NOUN пока_ADVB обескуражить_PRTF оппонент_NOUN идти_VERB свой_ADJF угол_NOUN,0,0.0,0.00014829886,0.0,0.0,7.666702e-05,0.05794301,0.0033389672,0.00078431686,0.0,0.0,0.0,0.50990397,0.0,0.0,0.0,0.0,0.09002164,0.05268283,0.0,0.0,0.09418053,0.007390857,0.029464573,0.043687724,0.0,0.0,0.10675279,0.001829522,0.0,0.0017941255
214,удачно_ADVB разместить_PRTF 19_NUMR пушка_NOUN 14_NUMR мортира_NOUN ночь_NOUN 30_NUMR апрель_NOUN бомбардировать_INFN крепость_NOUN прикрытие_NOUN неуязвимый_ADJS произвести_VERB крепость_NOUN опустошительный_ADJF разорение_NOUN,0,0.0,0.014124046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6621797e-05,0.0,0.0,0.0,0.86208534,0.0,0.0,0.0,0.0,0.0038452928,0.0,0.087382436,0.0,0.0,0.02541965,0.0071065826,0.0,0.0,0.0
215,советский_ADJF лётчик_NOUN бомбардировать_INFN штурмовать_VERB скопление_NOUN войско_NOUN автомашина_NOUN повозка_NOUN железнодорожный_ADJF состав_NOUN противник_NOUN переправа_NOUN район_NOUN аккерман_NOUN бугазский_ADJF маяк_NOUN,0,0.0,0.0,0.0,0.00035760817,0.0,0.0,0.0,0.0,0.4760365,0.0,0.0,0.0,0.0,0.0,0.0,0.387886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018064324,0.0,0.0,0.0,0.11765552,0.0,0.0
216,известно_PRED эффект_NOUN наиболее_ADVB ярко_ADVB проявляться_VERB относительно_PREP низкий_ADJF скорость_NOUN бомбардировать_INFN частица_NOUN бомбардировать_INFN+частица_NOUN бомбардировать_INFN+частица_NOUN бомбардировать_INFN+частица_NOUN,0,0.0,0.0,0.039930265,0.0,0.058762863,0.1160637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12456579,0.0,0.0,0.5712604,0.0,0.0,0.08941696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,вертолёт_NOUN бомбардировать_INFN машина_NOUN воздух_NOUN задача_NOUN долгий_COMP продержаться_VERB,0,0.0,0.0,0.0,0.0,0.026347393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034590573,0.0,0.0,0.0,0.16755275,0.0,0.0,0.6930853,0.0,0.0,0.0,0.0,0.0,0.10955542,0.0
218,однако_CONJ вследствие_PREP какой-нибудь_ADJF повреждение_NOUN например_CONJ перебой_NOUN подача_NOUN ток_NOUN магнитный_ADJF пол_NOUN исчезнуть_VERB поток_NOUN частица_NOUN начать_VERB бомбардировать_INFN поглощать_PRTF экран_NOUN весь_ADJF сильный_COMP проникать_GRND вглубь_ADVB корабль_NOUN начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN начать_VERB+бомбардировать_INFN,0,0.0,0.0,0.0,0.0,0.21557176,0.105658785,0.001768652,0.0,0.0,0.0002863763,0.0,0.0,0.0,0.0,0.0,0.08872132,0.0,0.0,0.0,0.27149433,0.0,0.0,0.31649882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,примерно_ADVB самый_ADJF время_NOUN лондон_NOUN немецкий_ADJF люфтваффа_NOUN ночь_NOUN ночью_ADVB бомбардировать_INFN город_NOUN английский_ADJF военный_NOUN лётчик_NOUN гордон_NOUN камминс_NOUN увидеть_VERB шанс_NOUN удовлетворить_INFN давно_ADVB тлеть_PRTF душа_NOUN страсть_NOUN садизм_NOUN бомбардировать_INFN+город_NOUN бомбардировать_INFN+город_NOUN бомбардировать_INFN+город_NOUN,0,0.037305795,0.0,3.926536e-06,0.0,0.0,5.5430668e-05,0.0013445377,0.0,0.09687315,0.0,0.0,0.0,0.0,0.00034803263,0.0,0.13953857,0.0036357203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6979268,0.0,0.0,0.022968005
220,исходный_ADJF информация_NOUN показание_NOUN масс-спектрометр_NOUN бомбардировать_INFN образец_NOUN соединение_NOUN поток_NOUN электрон_NOUN,0,0.0,0.0,0.0,0.0,0.31995252,0.0,0.032914832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5192546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12787803,0.0,0.0
221,день_NOUN война_NOUN немец_NOUN бомбардировать_INFN город_NOUN море_NOUN начаться_VERB срочный_ADJF эвакуация_NOUN бомбардировать_INFN+город_NOUN бомбардировать_INFN+город_NOUN бомбардировать_INFN+город_NOUN,0,0.12074695,0.0,0.0,0.0,0.0,1.8703879e-05,0.001831121,0.0,0.0029051166,0.0,0.0,0.0,0.0,0.0,0.0,0.8735603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009377275,0.0,0.0,0.0,0.0,0.0
222,обнаружить_VERB крупный_ADJF корабль_NOUN принять_GRND крейсер_NOUN мятежник_NOUN бомбардировать_INFN,0,0.0924666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90753335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,пятно_NOUN мочь_VERB порождать_INFN поток_NOUN электрон_NOUN бомбардировать_INFN внешний_ADJF солнечный_ADJF атмосфера_NOUN мочь_VERB порождать_INFN шум_NOUN радио_NOUN диапазон_NOUN,0,0.0,0.0,0.0,0.0,0.2789382,0.005708971,0.0,0.0,0.0,0.0,0.07095268,0.0,0.0,0.0,0.0,0.0,0.26128948,0.0,0.0,0.38099363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002117046,0.0
224,период_NOUN предшествовать_PRTF высадка_NOUN десант_NOUN 20_NUMR е_NOUN бомбардировочный_ADJF командование_NOUN наносить_VERB удар_NOUN аэродром_NOUN тайвань_NOUN авиация_NOUN 21_NUMR го_NOUN бомбардировочный_ADJF командование_NOUN вести_VERB разведка_NOUN окинава_NOUN минировать_VERB подход_NOUN японский_ADJF база_NOUN бомбардировать_INFN аэродром_NOUN собственно_ADVB япония_NOUN,0,0.08707001,0.0,0.0,0.0,1.863958e-05,0.005662261,0.032404218,0.0,0.17365597,0.002632388,0.00012252184,0.0,0.0,0.0,0.0,0.6980405,0.00028724538,0.0,0.0,4.278447e-05,0.0,0.0,6.348486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,казалось_CONJ миссия_NOUN предстоять_VERB самый_ADJF разнообразный_ADJF командование_NOUN посылать_VERB крэншоу_NOUN вместе_ADVB товарищ_NOUN защищать_INFN важный_ADJF объект_NOUN патрулировать_INFN местность_NOUN бомбардировать_INFN вражеский_ADJF позиция_NOUN устранять_INFN сила_NOUN пво_NOUN радар_NOUN,0,0.0,0.0,0.0,0.0,0.10702442,0.0006687229,0.12658519,0.0,0.010705548,0.0,0.0,0.0,0.0,0.0,0.0,0.48157433,0.0036915268,0.0,0.011541013,0.029021516,0.0,0.0,0.11929169,0.0,0.0044804174,0.0,0.105415575,0.0,0.0,0.0
226,днём_ADVB штурмовой_ADJF разведка_NOUN сопровождение_NOUN целое_NOUN бомбардировать_INFN перебазирование_NOUN авиакорпус_NOUN штаб_NOUN стремительный_ADJF течение_NOUN подвижный_ADJF выполнение_NOUN небольшой_ADJF 285_NUMR сложный_ADJF мера_NOUN оказать_VERB бомбардировщик_NOUN занять_VERB,0,0.0,0.0,0.042566933,0.0,0.005627865,0.0020789162,0.0026235504,0.0,0.22081244,0.0,0.0,0.0,0.0,0.00035333342,0.0071127973,0.63203245,0.009086013,0.0,0.0,0.060697038,0.0,0.0,0.017008541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,исследовать_VERB метод_NOUN сходиться_PRTF волна_NOUN использовать_GRND световой_ADJF лингвистический_ADJF сигнал_NOUN удалённый_ADJF звезда_NOUN ядро_NOUN бомбардировать_INFN частица_NOUN циклотрон_NOUN бомбардировать_INFN+частица_NOUN бомбардировать_INFN+частица_NOUN бомбардировать_INFN+частица_NOUN,0,0.0,0.0,0.0,0.0,0.3604977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5896536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049848706,0.0
228,жонглёр_NOUN стоить_VERB главный_ADJF вход_NOUN манеж_NOUN противоположный_ADJF сторона_NOUN двое_NUMR трое_NUMR весело_ADVB бомбардировать_INFN беспрерывный_ADJF поток_NOUN тарелка_NOUN лететь_PRTF весь_ADJF цирк_NOUN,0,0.0,0.0,0.00090193393,0.0,0.15654726,0.0,0.0014362211,0.06287271,0.0,0.0,0.00016692292,0.0,0.0006688873,0.0,0.0,0.09300559,0.00018748375,0.0,0.0,0.0052410993,0.0,0.08168682,0.22554873,0.0028798545,0.0,0.0,0.00045923897,0.0004264461,0.0,0.36797085
229,пришлый_ADJS известие_NOUN австриец_NOUN бомбардировать_INFN белград_NOUN,0,0.0,0.0,0.0058351434,0.0,0.0,0.0,0.1361024,0.0,0.0,0.17189682,0.0,0.0,0.0,0.0,0.0,0.6159079,0.0,0.0,0.0,0.0,0.0,0.07025783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,бомбардировать_INFN мирный_ADJF житель_NOUN белград_NOUN мирный_ADJF+житель_NOUN мирный_ADJF+житель_NOUN мирный_ADJF+житель_NOUN,0,0.0,0.0,0.0,0.18786728,0.0,0.0,0.0,0.0,0.0,0.027536182,0.0,0.0,0.0,0.0,0.0,0.78459656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,частность_NOUN исходить_VERB процесс_NOUN наиболее_ADVB сильный_ADJF конец_NOUN период_NOUN формирование_NOUN планета_NOUN гигант_NOUN ещё_PRCL называть_VERB период_NOUN максимальный_ADJF метеоритный_ADJF бомбардировка_NOUN тысяча_NOUN десятка_NOUN тысяча_NOUN комета_NOUN забрасываться_VERB внутренний_ADJF область_NOUN бомбардировать_INFN земля_NOUN венера_NOUN марс_NOUN,0,0.10399487,0.0,0.03778979,0.029760703,0.009588227,0.15790959,0.014765728,0.0010125657,0.056060605,0.0,0.0,0.0,0.0,0.00082696544,0.0,0.024853466,0.00033625928,0.0,0.0,0.54391825,0.018031314,0.0,0.00077646936,0.0003752153,0.0,0.0,0.0,0.0,0.0,0.0
