,sents,targets,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39
1940,12_NUMR сентябрь_NOUN 1271_NUMR известный_ADJF буддийский_ADJF монах_NOUN ничирена_NOUN близкий_ADJS отрубить_INFN голова_NOUN тацунокучий_ADJS камакура_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.09193659,0.049507573,0.0,0.0,0.0,0.1694174,0.0,0.0,0.0008823865,0.0,0.0,0.0,0.0,0.0,0.0,0.12354431,0.0,0.0,0.0,0.0,0.0,0.0,0.01262106,0.0,0.0,0.27901894,0.0,0.0,0.0,0.0,0.0,0.27307168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,год_NOUN спустя_PREP несчастный_ADJF отрубить_INFN голова_NOUN женщина_NOUN забыть_PRTF достоинство_NOUN свой_ADJF полый_ADJS год_NOUN+спустя_PREP отрубить_INFN+голова_NOUN год_NOUN+спустя_PREP отрубить_INFN+голова_NOUN год_NOUN+спустя_PREP отрубить_INFN+голова_NOUN,0,0.0,0.0,0.0,0.0029118338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111157194,0.0012358123,0.0,0.0,0.006660381,0.0,0.0,0.00039983675,0.00021846165,0.0,0.0,0.0020716062,0.016397541,0.008763899,0.70298964,0.0,0.1460733,0.0,0.0,0.0,0.0011204534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,знать_VERB иоанн_NOUN креститель_NOUN воин_NOUN отрубить_INFN голова_NOUN положить_GRND блюдо_NOUN поднести_VERB иродиада_NOUN царь_NOUN ирод_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.17011741,0.15051773,0.0,0.0,0.0,0.1909224,0.0,0.0,0.0,0.0,0.0,0.0,0.012807073,0.0,0.0,0.1364668,0.14088382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19828476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,имя_NOUN отрубить_INFN 20_NUMR гол_NOUN 86_NUMR ромодановский_ADJF 98_NUMR 3_NUMR,0,0.0,0.0,0.0,9.578321e-06,0.0,0.0,0.0,0.0,0.0,0.0006700304,0.0,0.13895965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43777195,0.0,0.0,0.0,0.0,0.17449951,0.24759445,0.0,0.0,0.0,0.00025356884,0.0,0.00024125245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,медуза_NOUN горгон_NOUN потерять_VERB бдительность_NOUN перси_NOUN джексон_NOUN отрубить_INFN голова_NOUN стать_VERB расчленять_INFN тело_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10472056,0.0,0.0,0.00022650084,0.15427557,0.0,0.0,0.24222665,0.0,0.0,0.0025809587,0.0045719356,0.0,0.0,0.4913958,0.0,2.0582486e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,прежде_ADVB зарубить_INFN топор_NOUN отрубить_INFN ухо_NOUN губа_NOUN отрубить_INFN+ухо_NOUN отрубить_INFN+ухо_NOUN отрубить_INFN+ухо_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.5153354,0.026422035,0.0,0.0,0.0,0.0,0.0,0.00034064444,0.0,0.0,0.0,0.14514779,0.0,0.0,0.025166605,0.0,0.0,0.0,0.0,0.0,0.0,0.28758752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,нашуметь_PRTF преступление_NOUN активист_NOUN напасть_VERB профессор_NOUN биология_NOUN отрубить_INFN рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13996738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004195659,0.0,0.0,0.0,0.0,0.0,0.0,0.2394197,0.0,0.0,0.12581728,0.24761222,0.0,0.0,0.0,0.0,0.0,0.0,0.24298774,0.0,0.0
1947,говорят_CONJ писать_VERB сухощокова_NOUN человек_NOUN отрубить_INFN бедро_NOUN нога_NOUN долго_ADVB ощущать_VERB шевелить_GRND несуществующий_ADJF палец_NOUN напрягать_GRND несуществующий_ADJF мышца_NOUN,0,0.0,0.0,9.377725e-05,0.0,0.0,0.21857363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3092415e-06,0.0,0.11035288,0.0,0.0,0.42779902,0.0,0.0,0.0,0.0,0.0,0.0,0.24317345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,голова_NOUN часть_NOUN голов_NOUN человек_NOUN отрубить_INFN унести_VERB,0,0.00093715166,0.0,0.0,0.0,0.00047641963,0.00059185224,0.23624858,0.0,0.0,0.0,0.0,0.0,0.0032248714,0.0,0.07362334,0.010966444,0.44628203,0.0,0.0,0.0016738292,0.001093206,0.0,0.0,0.0,0.0021123795,0.0,0.22276987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,причина_NOUN падение_NOUN заболтать_VERB генерал_NOUN мчс_NOUN сообщить_VERB вертолёт_NOUN рухнуть_VERB большой_ADJF высота_NOUN тело_NOUN обломок_NOUN разбросать_PRTS расстояние_NOUN метр_NOUN центральный_ADJF тв_NOUN весь_ADJF мир_NOUN крутило_NOUN мульт_NOUN высота_NOUN 1300_NUMR метр_NOUN вертолёт_NOUN попасть_VERB воздушный_ADJF поток_NOUN отрубить_INFN свой_ADJF лопасть_NOUN свой_ADJF хвост_NOUN крутиться_GRND разбрасывать_GRND человек_NOUN рухнуть_VERB правда_PRCL кадр_NOUN 2_NUMR видно_CONJ лопасть_NOUN целый_ADJF переломиться_VERB посередине_ADVB вряд_ADVB возможно_CONJ рубка_NOUN хвост_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,0,0.0,0.0,0.0,0.0,0.26189214,0.06215051,0.0004771964,0.0,0.0,0.0,0.0,0.0,0.06712353,0.0,0.0,0.046410732,0.08733295,0.0,0.0,0.0004333822,0.0,0.06314379,0.3549795,0.0,0.0,0.0,0.044244427,0.0,0.0,0.0,0.0,0.0,0.00044353906,0.0,0.0,0.011270348,0.0,0.0,0.0,9.802348e-05
1950,говорить_VERB оно_NPRO вытащить_VERB сабля_NOUN отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.0,0.0013291665,0.0,0.0003300612,0.0,0.0025160655,0.0,0.0,0.0,0.0,0.0,0.1883829,0.0,0.0,0.0,0.25025383,0.0,0.0,0.00024273955,0.0,0.0,0.0010019985,0.0,0.0,0.0,0.55594325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,гермес_NOUN усыпить_VERB аргоса_NOUN игра_NOUN флейта_NOUN затем_ADVB отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026298926,0.0,0.0,0.0,0.0,0.0671044,0.0,0.0,0.0,0.0,0.0,0.19834295,0.0,0.0,0.0,0.3155109,0.0,0.0,0.18675433,0.0,0.0,0.23202452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,курица_NOUN образ_NOUN продолжать_VERB бегать_INFN имя_NOUN отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50352013,0.0,0.0,0.005341314,0.0,0.0,0.015210985,0.0,0.0,0.0,0.4759276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,римляна_NOUN говорить_VERB император_NOUN левый_ADJF рука_NOUN отрубить_INFN правый_ADJF левый_ADJF+рука_NOUN левый_ADJF+рука_NOUN левый_ADJF+рука_NOUN,0,0.098711155,0.0,0.0,0.0,0.0,0.0,0.18253516,0.0,0.0,0.0,0.0,0.0,0.47702858,0.0,0.0,0.0,0.0,0.0,0.0027883512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2389367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,безусловно_CONJ слух_NOUN держава_NOUN аттил_NOUN гунн_NOUN легенда_NOUN начисто_ADVB истребить_PRTF сосед_NOUN уцелеть_VERB лишь_PRCL <NUM_UINT>-летний_NUMR мальчик_NOUN враг_NOUN отрубить_INFN рука_NOUN нога_NOUN самый_ADJF бросить_VERB болото_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN отрубить_INFN+рука_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.048464715,0.46967563,0.0,0.0,0.0,0.0,0.0,0.0,0.027353972,0.0,0.0,0.09790769,0.0,0.0018017018,0.021127427,0.0,0.0,0.009451839,0.0,0.0,0.0,0.27450517,0.0,0.0,0.04971193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,брат_NOUN запечатлеть_VERB печать_NOUN господний_ADJF следующий_ADJF день_NOUN славный_ADJF христос_NOUN мученик_NOUN отрубить_INFN голова_NOUN 7_NUMR рассказывать_VERB александрия_NOUN толпа_NOUN обращаться_VERB вера_NOUN христов_ADJF потамиэн_NOUN являться_VERB имя_NOUN сон_NOUN звать_VERB христос_NOUN следующий_ADJF+день_NOUN отрубить_INFN+голова_NOUN следующий_ADJF+день_NOUN отрубить_INFN+голова_NOUN следующий_ADJF+день_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.36080137,0.047892313,0.0,0.0,0.0,0.16091931,0.0,0.0,9.766515e-05,0.0,0.0,0.0015970744,0.029747529,0.0,0.0,0.00061445753,0.0,0.0,0.13540427,0.0,0.0020165069,0.0,0.0,0.0,0.0,0.26066706,0.0,0.0,0.0,0.0,0.0,0.00010302071,0.0,0.0,0.0,0.0,0.0,0.00013941141,0.0
1956,хотеть_VERB добро_NOUN пусть_CONJ предупредить_VERB взять_PRTF отрубить_INFN голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,0,0.0,0.0,0.07037573,0.0,0.020026553,0.0,0.37844315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06427723,0.0,0.0,0.026077468,0.0,0.0,0.024063721,0.0,0.0,0.0,0.41673613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,отрезать_VERB язык_NOUN говорить_VERB ложь_NOUN отрубить_INFN правый_ADJF рука_NOUN совершать_VERB нечистый_ADJF обряд_NOUN крещение_NOUN вырвать_VERB сердце_NOUN стать_VERB бить_INFN имя_NOUN лицо_NOUN палач_NOUN держать_VERB сердце_NOUN аорта_NOUN верёвка_NOUN правый_ADJF+рука_NOUN стать_VERB+бить_INFN правый_ADJF+рука_NOUN стать_VERB+бить_INFN правый_ADJF+рука_NOUN стать_VERB+бить_INFN,1,0.0,0.047969043,0.001529851,0.0,0.0,0.0,0.24893324,0.0,0.0,0.0,0.041685447,0.0,0.02251028,0.0,0.0,0.0,0.0,0.0,0.0,0.16419029,0.0,0.0,0.0006483003,0.0,0.0,0.0,0.41458175,0.0,0.0,0.0,0.0,0.0,0.0,0.0579518,0.0,0.0,0.0,0.0,0.0,0.0
1958,караулить_PRTF ночь_NOUN <NUM_UINT>-й_NUMR брат_NOUN броситься_VERB загон_NOUN шашка_NOUN отрубить_INFN палец_NOUN задний_ADJF лапа_NOUN волк_NOUN отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN отрубить_INFN+палец_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.20256385,0.0,0.0,0.0008746088,0.08316031,0.0,0.0,0.011889463,0.0,0.0,0.21821669,0.21298075,0.0,0.0,0.006613736,0.0,0.0,0.0,0.0,0.0,0.0,0.26301566,0.0,0.0,0.0,0.0,0.0,0.00068496645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,жалко_ADVB жалко_ADVB сказать_VERB самурай_NOUN хоккайдо_NOUN окинава_NOUN отрубить_INFN меч_NOUN голова_NOUN жена_NOUN,1,0.091507494,0.0,0.0,0.0,0.0,0.0,0.04159617,0.0,0.0,0.0,0.0,0.0,0.004247254,0.0,0.0,0.0,0.0009970032,0.01352875,0.0,0.0,0.0,0.07389977,0.30254146,0.0,0.0,0.0,0.47000182,0.0,0.0,0.0,0.0,0.0,0.0016802351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,дача_NOUN отрубить_INFN отопление_NOUN околелый_ADJS вроде_PRCL удаться_VERB заснуть_INFN начать_VERB орать_INFN ребёнок_NOUN орать_VERB весь_ADJF ночь_NOUN весь_ADJF+ночь_NOUN весь_ADJF+ночь_NOUN весь_ADJF+ночь_NOUN,1,0.11545133,0.0,0.0,0.0,0.0,0.0,0.002420305,0.20800596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06564998,0.0,0.0,0.0,0.07124908,0.0,0.15162884,0.014310167,0.0,0.0,0.0,0.3696097,0.0,0.0,0.0,0.0,0.0016745673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,интернет_NOUN отрубить_INFN деньга_NOUN видеть_VERB счёт_NOUN кончиться_VERB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038759166,0.0,0.031861033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37603417,0.0,0.0,0.0,0.0,0.0,0.0,0.3323946,0.0,0.0,0.0,0.0,0.05376044,0.0,0.0,0.0,0.0,0.0,0.0,0.20207386,0.0
1962,весь_ADJF сказать_VERB капитан_NOUN енакий_NOUN коротко_ADVB отрубить_INFN,1,0.0,0.0,0.0,0.0,0.0,0.21959832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368463,0.0,0.0,0.0,0.0,0.0,0.24355538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,бояться_VERB сложиться_VERB виновность_NOUN мнение_NOUN отрубить_INFN наблюдатель_NOUN согласный_ADJS,1,0.0,0.0,0.0017404497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042606585,0.0,0.0,0.0,0.0,0.0,0.0,0.36765665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5879963,0.0,0.0
1964,акадо_NOUN отрубить_INFN космос_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5004512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49954888
1965,представить_VERB людмила_NOUN михайло_NOUN подружиться_VERB селиванов_NOUN каков_ADJS развести_VERB рука_NOUN потрясти_PRTF глубина_NOUN люся_NOUN жёстко_ADVB отрубить_INFN изабелла_NOUN юрий_NOUN гольпереть_VERB страшный_COMP волков_NOUN овечий_ADJF шкура_NOUN,1,0.0,0.0,0.0,0.0,0.04962503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08324303,0.09471538,0.0,0.12218969,0.0,0.0,0.13184023,0.0,0.0,0.0,0.22711681,0.0,0.0,0.0,0.0,0.0,0.018712422,0.2725575,0.0,0.0,0.0,0.0,0.0,0.0
1966,поехать_VERB ощущение_NOUN отрубить_INFN отопление_NOUN стать_VERB задувать_INFN ветер_NOUN понятно_ADVB откуда_ADVB холод_NOUN усилиться_VERB прийтись_VERB надеть_INFN обратно_ADVB куртка_NOUN,1,0.0,0.0,0.0,0.0,0.017365744,0.0008595371,0.044631757,0.00232895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249152e-05,0.0,0.0,0.0,0.52668816,0.0,0.0,0.00295719,0.0,0.0,0.0,0.29905853,0.0,0.0,0.0,0.0,0.10476684,0.0004413434,0.0,0.0,0.0,0.0,0.0008394619,0.0,0.0
1967,воробей_NOUN стать_VERB ругать_INFN присутствие_NOUN отрубить_INFN черняев_NOUN иметь_VERB никакой_ADJF отношение_NOUN,1,0.0,0.0,0.0,0.0,0.004544278,0.0,0.00034500126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009900434,0.0,0.0,0.0031421822,0.0,0.0,0.0016048437,0.0,0.0,0.0,0.29576397,0.0,0.0,0.0,0.0,0.0,0.00028969842,0.26765957,0.0,0.0,0.0,0.42261463,0.0,0.003045702
1968,брежнев_NOUN прямо_ADVB отрубить_INFN против_PREP вооружаться_VERB совершенствовать_VERB ядерный_ADJF оружие_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.026853135,0.0,0.0,0.0,0.0,6.8880916e-05,0.0,0.0,0.0,0.0006533398,0.0,0.0,0.0,0.0,0.0,0.11427071,0.36542344,0.0,0.0,0.0,0.09397368,0.0,0.0,0.13366644,0.0,0.0,0.12910788,0.0019847925,0.0,0.0,0.0047315676,0.0016322891,0.0,0.12763385
1969,ответ_NOUN верить_VERB окошко_NOUN настежь_ADVB жара_NOUN быстрый_COMP отопление_NOUN отрубить_INFN,1,0.0,0.0,0.0,0.0,0.0,0.030117575,0.010524942,0.05376882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33068752,0.0,0.0,0.31223705,0.0,0.0,0.0,0.16519769,0.0,0.0,0.0,0.0,0.09746639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,недавно_ADVB инфобокс_NOUN автоматически_ADVB отрубить_INFN аккаунт_NOUN превышение_NOUN предупреждение_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033704482,0.0,0.0,0.0,0.28097713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037450015,0.68842703,0.023480363
1971,звезда_NOUN напоминать_VERB сказочный_ADJF дракон_NOUN отрубить_INFN голова_NOUN -тереть_VERB вырастать_VERB отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN отрубить_INFN+голова_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.016169468,0.091579325,0.0,0.0557111,0.0,0.0,0.0,0.003795144,0.0,0.0,0.0,0.2600778,0.0,0.0,0.16979888,0.0,0.0,0.0,0.0,0.0,0.0,0.36498833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03787996
1972,глеб_NOUN порешить_VERB организатор_NOUN собственный_ADJF дурость_NOUN отрубить_INFN звук_NOUN последний_ADJF песня_NOUN,1,0.0,0.0,0.0053334534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15522248,0.004101809,0.0,0.0,0.0,0.32563144,0.0,0.30641985,0.0,0.0,0.0,0.0,0.15450153,0.0,0.0,0.0016836523,0.0,0.020136116,0.0
1973,2_NUMR жёсткий_ADJF диск_NOUN 80_NUMR винд_NOUN стоялый_ADJS второе_NOUN sаt_NOUN отрубить_INFN свет_NOUN измениться_VERB настройка_NOUN основный_ADJF почему-то_ADVB стать_VERB начало_NOUN выскакивать_INFN ошибка_NOUN поменять_VERB основной_ADJF весь_ADJF вернуться_VERB круг_NOUN свой_ADJF отрубить_INFN+свет_NOUN отрубить_INFN+свет_NOUN отрубить_INFN+свет_NOUN,1,2.0813442e-05,0.0,0.0024868555,0.0,0.00046758036,0.0,0.00011230384,0.016673667,0.0,0.01100597,0.0,0.04190264,0.0,0.00027011448,0.0,0.00078101415,0.0,0.0,0.0,0.10350186,0.005494945,0.0,0.25040588,0.12679482,0.0,0.0,0.184538,0.0,0.006688231,0.0,0.0,0.031049583,0.0027746775,0.0,0.0,0.0,0.0,0.0,0.215031,0.0
1974,человек_NOUN отрубить_INFN альтруизм_NOUN способность_NOUN любить_INFN настолько_ADVB понимать_VERB вообще_ADVB делать_VERB свой_ADJF предположение_NOUN пытаться_GRND компенсировать_INFN свой_ADJF недостаточность_NOUN,1,0.0,0.0,0.0009576087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6012882,0.0,0.0,0.14127013,0.0,0.0,0.0,0.17033769,0.0,0.0,0.0,0.0,0.0,0.0,0.0010852162,0.0,0.0,0.0,0.0,0.0,0.085061215
1975,вызвать_PRTS исторический_ADJF передряга_NOUN страна_NOUN попасть_VERB какой-то_ADJF момент_NOUN отрубить_INFN весь_ADJF свой_ADJF корень_NOUN,1,0.0066863843,0.0,0.14699975,0.0,0.0,0.041136596,0.058676437,0.0,0.0,0.0030111277,0.0,0.014694235,0.0,0.012420955,0.0,0.0,0.0,0.0,0.0,0.017613633,0.0005082099,0.0,0.16277023,0.0,0.0,0.0,0.26079947,0.0,0.16175672,0.0,0.015770352,0.00060993753,0.0015060793,0.0,0.0,0.0,0.0,0.09503999,0.0,0.0
1976,человек_NOUN благородный_ADJF осудить_VERB отрубить_INFN дурной_ADJF ветвь_NOUN семейный_ADJF древо_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.08536909,0.41286618,0.0,0.0,0.0,0.0,0.0,0.0028401047,0.0,0.0044107805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47758567,0.0,0.0,0.0,0.0,0.0,0.00041193696,0.0,0.0,0.0,0.0,0.016516147,0.0,0.0
1977,напомнить_VERB <NUM_UINT>-летний_NUMR арестовать_PRTS воскресение_NOUN обвинение_NOUN запуск_NOUN четыре_NUMR час_NOUN отрубить_INFN доступ_NOUN главное_NOUN сайт_NOUN ещё_PRCL 1200_NUMR сайт_NOUN связанный_ADJF четыре_NUMR+час_NOUN четыре_NUMR+час_NOUN четыре_NUMR+час_NOUN,1,0.0011481738,0.100647785,6.1880404e-05,0.0,0.00038012632,0.0,0.00011384624,0.00012249165,0.0,0.002927099,2.0292418e-05,0.00013924157,0.0,0.005552431,0.04350522,0.0,0.0,0.0,0.0,0.0,0.0,0.00010051805,0.19319598,0.0,0.0,0.0,0.14715065,0.0,0.00043749262,0.0,0.0,0.0019757831,0.009836788,0.0,0.0,0.0,0.0,0.18164456,0.3110397,0.0
1978,приехать_GRND место_NOUN шок_NOUN постичь_VERB собака_NOUN весь_ADJF зима_NOUN избушка_NOUN отрубить_INFN полностью_ADVB электричество_NOUN тип_NOUN дом_NOUN соответствовать_VERB требование_NOUN,1,0.0,0.0,6.5977233e-06,0.0010422006,0.13687797,0.1527143,0.0,0.121764064,0.0,0.0,0.0,0.00078189885,0.0,0.03311018,0.0,0.0,0.0,0.0,0.0,0.21060483,0.0,0.03932917,0.1498438,0.0,0.0,0.0,0.086263284,0.000103046346,0.0,0.0,0.0,0.0052011134,0.0,0.0,0.0,0.0,0.0,0.0019370564,0.06042057,0.0
1979,учёный_NOUN горький_NOUN опыт_NOUN беслан_NOUN власть_NOUN отрубить_INFN нальчик_NOUN россия_NOUN сообщить_VERB корреспондент_NOUN газета_NOUN маргарита_NOUN кондратьев_NOUN,1,0.008106915,0.0,0.0,0.0,0.0,0.0,0.00037660892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492574,0.0,0.0,0.0,0.34334183,0.0008891823,0.0,0.0,0.0,0.071787275,0.0,0.0,0.0,0.2025463,0.0,0.05697262,0.030007835,0.0,0.0,0.11178285,0.15926293,0.0,0.0
1980,ага_INTJ отголосок_NOUN кризис_NOUN послать_VERB народ_NOUN рабочий_NOUN день_NOUN 17_NUMR сократить_VERB инуть_VERB отрубить_INFN рабочий_NOUN+день_NOUN инуть_VERB+отрубить_INFN рабочий_NOUN+день_NOUN инуть_VERB+отрубить_INFN рабочий_NOUN+день_NOUN инуть_VERB+отрубить_INFN,1,0.0,0.0,0.0763335,0.0,0.0,0.0,0.22021349,0.0,0.0,0.0005517686,0.0,0.0,0.0,0.17939788,0.0,0.011718586,0.0,0.0,0.0,0.0,0.021591898,0.0,0.0,0.021357773,0.0,0.0004993592,0.14625816,0.0,0.0,0.0,0.0,0.23644586,0.007208783,0.0,0.0,0.0,0.001719318,0.07670358,0.0,0.0
1981,зависнуть_VERB 100_NUMR ещё_PRCL минута_NOUN вообще_ADVB отрубить_INFN,1,0.0,0.0,0.015715618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46016443,0.0,0.11104069,0.0,0.060570657,0.0,0.0,0.0,0.0,0.0,0.3525086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,мазут_NOUN вода_NOUN фабричный_ADJF тепло_NOUN отрубить_INFN полностью_ADVB остаться_VERB работа_NOUN картоноделательный_ADJF машина_NOUN сегодня_ADVB закончаться_INFN остаток_NOUN мазут_NOUN перспектива_NOUN привоз_NOUN никакой_ADJF полный_ADJF,1,0.0,0.0,0.035900537,0.0,0.092801146,0.00060000113,0.0,0.10501911,0.0,0.0,0.0,0.0,0.00033833666,3.685996e-05,0.0,0.0,0.08692842,0.0,0.0,0.0,0.0,0.0,0.19327061,0.0,0.0,0.005123412,0.10992723,0.0,0.0,0.0,0.008659549,0.26759806,0.0,0.0,0.0,0.0,0.0,0.0,0.012035302,0.0817613
1983,вульф_NOUN решительно_ADVB отрубить_INFN серебряков_NOUN пусть_CONJ вульф_NOUN,1,0.0,0.0,0.016851315,0.0,0.11059527,0.0,0.048299327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36005443,0.0,0.0,0.0,0.0,0.0,0.0,0.46419957,0.0,0.0,0.0,0.0,0.0,0.0
1984,вообще_ADVB господин_NOUN малнета_NOUN мочь_VERB делать_INFN взять_VERB отрубить_INFN,1,0.0,0.0,0.20635512,0.0,0.0,0.0,0.00635042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006339997,0.0,0.0,0.30408272,0.0,0.0,0.0,0.4766789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019281307,0.0
