,index,class,sentid,lemmas,pos,concr,abstr
896,899,0,греть#149,"['следовать', 'заметить', 'мягкий', 'кровля', 'применяться', 'специальный', 'метод', 'повреждать', 'крепление', 'кабель']","['V ipf praes indic', 'V pf - inf', ',', 'CONJ', 'ДЛЯ', 'A - gen pl plen - -', 'S inan gen', 'V ipf praes indic', 'A - nom pl plen - -', 'S inan nom', 'PART', 'PARTCP', 'S inan gen', 'PARTCP', 'S inan gen', '.']",0.20155368999245427,0.2319827162251462
897,900,0,греть#150,"['получить', 'широкий', 'распространение', 'лоток', 'снегозадержание', 'снегоудаление', 'целесообразный', 'укладка', 'кабель', 'бетонный', 'цементно-песчаный', 'стяжка']","['НА', 'PARTCP', 'A - acc sg plen n inan', 'S inan acc', 'S inan loc', 'S inan acc', 'CONJ', 'S inan acc', 'ADV', 'A - - sg brev f -', 'S inan nom', 'PARTCP', 'S inan gen', 'В', 'A - acc sg plen f -', '(', 'CONJ', 'A - acc sg plen f -', 'S inan acc', ')', '.']",0.25536467045224337,0.2160803012488695
898,901,0,греть#151,"['самка', 'появляться', 'яйцо', 'запаковывать', 'кокон', 'тихий', 'солнечный', 'день', 'подниматься', 'наверх', 'солнышко', 'держать', 'задний', 'ножка']","['CONJ', 'У', 'S anim gen', 'V ipf praes indic', 'S inan acc', ',', 'SPRO', 'V ipf praes indic', 'SPRO', 'В', 'S inan acc', 'CONJ', 'A - ins pl plen - -', 'A - ins pl plen - -', 'S inan ins', 'V ipf praes indic', 'ADV', 'CONJ', 'V ipf praes indic', 'S inan acc', 'НА', 'S inan loc', ',', 'V ipf praes ger', 'SPRO', 'A - ins pl plen - -', 'S inan ins', '.']",0.26840991272738046,0.21210127000714574
899,902,0,греть#152,"['значение', 'тм', 'определяться', 'высший', 'температура', 'раствор', 'процесс', 'кипение', 'генератор', 'г', 'разность', 'источник', 'кипеть']","['ПО', 'S inan dat', 'S inan nonflex', 'V ipf praes indic', 'A supr nom sg plen f -', 'S inan nom', 'S inan gen', 'В', 'S inan loc', 'S inan gen', 'В', 'S inan loc', ':', 'NONLEX', '=', 'S - nonflex', '/', 'S - nonflex', '—', 'NONLEX', ',', 'ADV', 'NONLEX', '—', 'S inan nom', 'МЕЖДУ', 'S inan ins', 'PARTCP', 'S inan gen', 'CONJ', 'PARTCP', 'S inan gen', '.']",0.23906835137775914,0.20824593445775996
900,903,0,греть#153,"['рука', 'горячий', 'вода', 'наслаждаться', 'секунда', 'утренний', 'счастье']","['SPRO', 'V ipf praes indic', 'S inan acc', 'ПОД', 'A - ins sg plen f -', 'S inan ins', 'CONJ', 'V ipf praes indic', 'S inan ins', 'A - gen sg plen n -', 'S inan gen', '.']",0.2504416335676542,0.19931508677978815
901,904,0,греть#154,"['процедура', 'сила', 'здоровье', 'каждый', 'доступный', 'вода', 'электроприбор', 'состояние']","['CONJ', 'CONJ', 'A - nom sg plen f -', 'S inan nom', 'В', 'S inan acc', 'S inan gen', 'PART', 'A - dat sg plen m -', 'A - - sg brev f -', ',', 'CONJ', 'V ipf - inf', 'S inan acc', 'S inan gen', 'PART', 'S - nom', 'В', 'S inan loc', '.']",0.27755210457059876,0.18520923054128033
902,905,0,греть#155,"['собираться', 'погрузиться', 'работа', 'аполлон', 'аполлонович', 'камин', 'иззябнуть', 'рука', 'мозговой', 'игра', 'ограничивать', 'поле', 'сенаторский', 'зрение', 'продолжать', 'воздвигать', 'туманный', 'плоскость']","['V ipf praes ger', 'V pf - inf', 'В', 'S inan acc', ',', 'S anim nom', 'S anim nom', 'V ipf praet indic', 'У', 'S inan gen', 'PARTCP', 'S inan acc', ',', 'CONJ', 'A - nom sg plen f -', 'S inan nom', ',', 'V ipf praes ger', 'S inan acc', 'A - gen sg plen n -', 'S inan gen', ',', 'V ipf praet indic', 'ADV', 'V ipf - inf', 'A - acc pl plen - inan', 'A - nom pl plen - -', 'S inan nom', '.']",0.24556006208913336,0.23561431909354608
903,906,0,греть#156,['печка'],"['У', 'SPRO', 'S inan nom', 'ADV', 'PART', 'V ipf praes indic', '.']",0.25986468232327825,0.19444063706368248
904,907,0,греть#157,"['воспаление', 'тренировать', 'баня', 'горячий', 'ванна']","['CONJ', 'PART', 'S inan gen', '—', 'V ipf - inf', 'CONJ', 'ADV', 'V ipf - inf', '(', 'S inan nom', 'CONJ', 'PART', 'A - nom sg plen f -', 'S inan nom', ')']",0.21834122008950238,0.214361963634677
905,908,0,греть#158,"['надеяться', 'данный', 'информация', 'рекомендация', 'полезный', 'определить', 'оптимальный', 'каденс', 'вовремя', 'достаточно', 'пить', 'колено', 'столкнуться', 'медицинский', 'проблема', 'получать', 'удовольствие', 'катание', 'велосипед']","['SPRO', 'V ipf praes indic', ',', 'CONJ', 'A - nom sg plen f -', 'S inan nom', 'CONJ', 'S inan acc', 'V ipf praes indic', 'SPRO', 'A - - pl brev - -', ':', 'SPRO', 'V pf fut indic', 'A - nom sg plen m -', 'S inan acc', ',', 'V ipf praes indic', 'ADV', 'CONJ', 'ADV', 'V ipf - inf', ',', 'V ipf praes indic', 'V ipf - inf', 'S inan acc', '—', 'CONJ', 'SPRO', 'ADV', 'PART', 'V pf fut indic', 'С', 'A - ins pl plen - -', 'S inan ins', 'CONJ', 'V ipf praes indic', 'V ipf - inf', 'S inan acc', 'ОТ', 'S inan gen', 'НА', 'S inan loc', '.']",0.23575041406634106,0.20733782499222936
906,910,0,греть#160,"['изменение', 'температура', 'кабель', 'требоваться', 'применение', 'термостат']","['ДЛЯ', 'S inan gen', 'S inan gen', 'PARTCP', 'S inan gen', 'PART', 'V ipf praes indic', 'S inan nom', 'S inan gen', '.']",0.266000996261112,0.20091405526734477
907,911,0,греть#161,"['кабель', 'постоянный', 'ограниченный', 'мощность', 'выдавать', 'выходной', 'длина', 'поверхность']","['PARTCP', 'S inan acc', 'A - gen sg plen f -', '(', 'A - gen sg plen f -', ')', 'S inan gen', 'V ipf praes indic', 'A - acc sg plen f -', 'A - acc sg plen f -', 'S inan acc', 'ПО', 'A - loc sg plen f -', 'S inan loc', 'PARTCP', 'S inan gen', '.']",0.22122515269779225,0.20713619635124805
908,912,0,греть#162,"['однофазный', 'кабель', 'применяться', 'низкий', 'температура', 'поддержание', 'заданный']","['A - nom sg plen m -', 'PARTCP', 'S inan acc', 'V ipf praes indic', 'ПРИ', 'A - loc pl plen - -', 'S inan loc', 'ДЛЯ', 'S inan gen', 'A - gen sg plen f -', 'S inan gen', '.']",0.22765644042289077,0.22552285733443184
909,913,0,греть#163,"['легкий', 'воздушный', 'одеяло', 'комфортно', 'созранять', 'тепло', 'тело']","['ADV', 'A - acc sg plen n -', 'CONJ', 'A - nom sg plen n -', ',', 'S inan nom', 'PART', 'V ipf praes indic', ',', 'CONJ', 'ADV', 'V ipf praes indic', 'ADV', 'A - gen sg plen m -', 'S inan gen', '.']",0.2617406873671231,0.2246902722516992
910,915,0,греть#165,"['пара', 'минута', 'влить', 'постепенно', 'бульон']","['V ipf - inf', 'S inan acc', 'S inan gen', ',', 'ADV', 'V pf - inf', 'ADV', 'A - nom sg plen m -', 'S inan nom', '.']",0.24842025298274806,0.22599775603744499
911,916,0,греть#166,"['володя', 'вода', 'газовый', 'плита', 'анатолий', 'георгиевич', 'лежать', 'спальник']","['S anim nom', 'V ipf praet indic', 'S inan acc', 'НА', 'A - loc sg plen f -', 'S inan loc', ',', 'S anim nom', 'S anim nom', 'V ipf praet indic', 'В', 'S inan acc', '.']",0.26423093112012397,0.17571338638315795
912,917,0,греть#167,"['наконец', 'потихоньку', 'начать', 'вода']","['ADV', 'ADV', 'V pf praet indic', 'V ipf - inf', 'S inan acc', '.']",0.20938131374410923,0.21383465469021395
913,918,0,греть#168,"['сожаление', 'дождаться', 'хороший', 'солнечный', 'день', 'баня', 'достаточно', 'тепло', 'раздеться', 'вода', 'примус']","['К', 'S inan dat', ',', 'SPRO', 'CONJ', 'PART', 'V pf praet indic', 'A - gen pl plen - -', ',', 'A - gen pl plen - -', 'S inan gen', ',', 'CONJ', 'PART', 'В', 'S inan loc', 'V ipf praet indic', 'ADV', 'ADV', ',', 'CONJ', 'V pf - inf', ',', 'CONJ', 'S inan acc', 'SPRO', 'V ipf praet indic', 'ADV', 'PART', 'НА', 'S inan loc', '.']",0.3043514509544572,0.18223642935620724
914,919,0,греть#169,"['батарея', 'плохо', 'знать', 'делать']","['S inan nom', 'ADV', 'V ipf praes indic', ',', 'CONJ', 'SPRO', 'PART', 'V ipf praes indic', ',', 'CONJ', 'С', 'SPRO', 'V ipf - inf', '?']",0.2991996394065616,0.1848276395556709
915,920,0,греть#170,"['приготовление', 'отвар', 'залить', 'стакан', 'кипяток', 'г', 'корень', 'малый', 'огнь', 'мина', 'настоять', 'процедить']","['ДЛЯ', 'S inan gen', 'S inan gen', 'V pf - inf', 'NUM', 'S inan ins', 'S inan gen', 'NUM', 'S inan nonflex', 'S inan gen', ',', 'V ipf - inf', 'НА', 'A - loc sg plen m -', 'S inan loc', 'NUM', 'S inan gen', ',', 'V pf - inf', 'CONJ', 'V pf - inf', '.']",0.24646737879010375,0.17845145817105001
916,921,0,греть#171,"['день', 'жаркий', 'светить', 'солнце', 'израиль']","['S inan nom', 'A - nom sg plen m -', ',', 'ADV', 'V ipf praes indic', 'CONJ', 'V ipf praes indic', 'S inan nom', ',', 'CONJ', 'ADV', 'SPRO', 'PART', 'V ipf praet indic', 'SPRO', 'В', 'S inan loc', '.']",0.24512000802362757,0.18823639433999428
917,922,0,греть#172,"['предполагать', 'вода', 'потребоваться', 'котел', 'двухконтурный', 'встроенный', 'бойлер']","['CONJ', 'SPRO', 'V ipf praes indic', 'ADV', 'CONJ', 'V ipf - inf', 'S inan acc', ',', 'CONJ', 'V pf fut indic', 'S inan acc', 'A - nom sg plen m -', 'CONJ', 'S inan nom', 'СО', 'A - dat pl plen - -', 'S inan ins', '.']",0.2739346367430746,0.18159120675594081
918,923,0,греть#173,"['принцип', 'работа', 'башня', 'несложный', 'поле', 'расположенный', 'множество', 'гелиостат', 'особый', 'зеркало', 'который', 'отслеживать', 'движение', 'солнце', 'перенаправлять', 'луч', 'вершина', 'соляной', 'раствор', 'передавать', 'энергия', 'вода', 'превращение', 'пар']","['S inan nom', 'S inan gen', 'A - gen pl plen - -', 'S inan gen', 'A - nom sg plen m -', ':', 'НА', 'S inan loc', 'A - - sg brev n -', 'S inan nom', 'S inan gen', '(', 'A - gen pl plen - -', 'S inan gen', ')', ',', 'A - nom pl plen - -', 'V ipf praes indic', 'S inan acc', 'S inan gen', 'CONJ', 'V ipf praes indic', 'A - nonflex nonflex plen - -', 'S inan nom', 'НА', 'S inan acc', 'S inan gen', ',', 'ADV', 'SPRO', 'V ipf praes indic', 'A - acc sg plen m inan', 'S inan acc', ',', 'A - nom sg plen m -', 'V ipf praes indic', 'S inan acc', 'S inan loc', 'ПУТЕМ', 'S inan gen', 'SPRO', 'В', 'S inan acc', '.']",0.3458888287450947,0.19189472601946359
919,924,0,греть#174,"['провести', 'экспиремент', 'налить', 'суп', 'стакан', 'микроволновка', 'разный', 'продолжительность', 'время']","['V pf praet indic', 'S anim nom', ',', 'V pf praet indic', 'S inan acc', 'В', 'NUM', 'S inan gen', 'CONJ', 'V ipf praet indic', 'В', 'S inan loc', 'A - acc sg plen n inan', 'ПО', 'S inan dat', 'S inan acc', '.']",0.23994167161130492,0.1936173650901524
920,925,0,греть#175,"['смесь', 'заливать', 'вода', 'водяной', 'баня', 'минута', 'добавлять', 'кипяченый', 'начальный', 'объем']","['NONLEX', 'S inan nom', 'V ipf praes indic', 'NONLEX', 'S inan gen', ',', 'V ipf praes indic', 'НА', 'A - loc sg plen f -', 'S inan loc', 'NUM', 'S inan gen', ',', 'V ipf praes indic', 'A - nom pl plen - -', 'S inan nom', 'ДО', 'A - gen sg plen m -', 'S inan gen', '.']",0.30582484530940307,0.18697111590142498
921,926,0,греть#176,"['зима', 'небольшой', 'мороз', 'минус', 'ехать', 'страз', 'главное', 'стекло', 'чистый']","['S inan ins', 'ПРИ', 'A - loc pl plen - -', 'S inan loc', '–', 'ДО', 'S inan acc', 'NUM', '–', 'PART', 'V ipf - inf', 'PART', 'ADV', ',', 'ADV', 'V ipf - inf', 'S inan dat', ',', 'ADV', 'CONJ', 'S inan gen', 'У', 'SPRO', 'V ipf praet indic', 'A - nom pl plen - -', '.']",0.21173167691381403,0.21937478028849305
922,927,0,греть#177,"['вобщий', 'следовать', 'пример', 'один', 'недоумок', 'который', 'минута', 'зима', 'мотор', 'стоянка', 'нагреться', 'имбицил', 'возмущалсо']","['A - loc sg plen m -', 'PART', 'V ipf - imper', 'S inan dat', 'A - gen sg plen m -', 'S anim acc', ',', 'A - nom sg plen m -', 'ADV', 'S inan gen', 'NUM', 'S inan ins', 'V ipf praet indic', 'S inan nom', 'НА', 'S inan loc', ',', 'CONJ', 'A - nom sg plen m -', 'CONJ', 'PART', 'V pf praet indic', ',', 'CONJ', 'S inan acc', 'ADV', 'ADV', 'S anim nonflex', '.']",0.32626128609236493,0.19419877939466662
923,928,0,греть#178,"['редко', 'бывать', 'свежий', 'воздух', 'солнечный', 'луч']","['SPRO', 'ADV', 'V ipf praes indic', 'НА', 'A - loc sg plen m -', 'S inan loc', ',', 'CONJ', 'A - nom pl plen - -', 'S inan nom', 'S - acc', 'ADV', 'V ipf praes indic', '.']",0.3149766484196117,0.1809694001529627
924,929,0,греть#179,"['кран', 'течь', 'теплый', 'жидкость', 'который', 'приходиться', 'газовый', 'плита']","['ИЗ', 'S inan gen', 'V ipf praes indic', 'ADV', 'A - nom sg plen f -', 'S inan nom', ',', 'A - acc sg plen f -', 'V ipf praes indic', 'V ipf - inf', 'НА', 'A - loc sg plen f -', 'S inan loc', '.']",0.2605546492632555,0.18473074748599483
925,930,0,греть#180,"['обогрев', 'дома', 'установка', 'система', 'теплый', 'пол', 'использовать', 'резистивный', 'кабель']","['ДЛЯ', 'S inan gen', 'ADV', 'ПРИ', 'S inan gen', 'S inan gen', 'A - gen pl plen - -', 'S inan gen', 'V ipf praes indic', 'A - acc sg plen m inan', 'PARTCP', 'S inan acc', '.']",0.260669488457505,0.22560433260509485
926,931,0,греть#181,"['никто', 'пиво', 'зима']","['S anim nom', 'PART', 'PART', 'V ipf praes indic', 'S inan nom', 'S inan ins', '.']",0.24406928593965135,0.1909530909719164
927,932,0,греть#182,"['фактически', 'энергетически', 'выгодно', 'просто-напросто', 'утеплить', 'кирпичный', 'стенка', 'снаружи', 'базальтовый', 'вата', 'пожаробезопасный', 'облицовка', 'другой', 'внутренность', 'печь', 'каменка', 'высокий', 'температура']","['ADV', 'ADV', 'ADV', 'ADV', 'V pf - inf', 'A - nom pl plen - -', 'A - nom pl plen - -', 'S inan nom', 'ADV', 'A - ins sg plen f -', 'S inan ins', 'С', 'A - ins sg plen f -', 'S inan ins', ',', 'CONJ', 'V ipf - inf', 'A - nom pl plen - -', 'S inan nom', 'CONJ', 'S inan nom', 'S inan gen', '(', 'S inan acc', ')', 'ДО', 'ADV', 'A - gen pl plen - -', 'S inan gen', '.']",0.2967222922113085,0.1833671375822589
928,933,0,греть#183,"['сковородка', 'масло', 'чеснок', 'трава', 'опциональный', 'ароматизироваться']","['SPRO', 'V ipf praes indic', 'НА', 'S inan loc', 'S inan acc', 'С', 'S inan ins', '(', 'CONJ', 'S inan ins', ',', 'A - - sg brev n -', ')', ',', 'SPRO', 'V ipf praes indic', '.']",0.2595267565544589,0.22143035474003725
929,934,0,греть#184,"['стол', 'нога', 'небольшой', 'жаровня']","['ПОД', 'S inan ins', 'SPRO', 'V ipf praet indic', 'S inan acc', 'A - nom sg plen f -', 'S inan nom', '.']",0.3074391075720797,0.1731304252267194
930,935,0,греть#185,"['больше', 'носиться', 'тазик', 'кастрюлька', 'чайничек']","['CONJ', 'PART', 'ADV', 'ADV', 'V ipf - inf', 'С', 'S inan ins', ',', 'V ipf - inf', 'S inan acc', 'CONJ', 'S inan acc', '.']",0.25495852729567864,0.20281060756699165
931,936,0,греть#186,"['постоянно', 'помешивать', 'смесь', 'водяной', 'баня', 'полный', 'растворение', 'получение', 'однородный', 'масса']","['ADV', 'V ipf praes ger', ',', 'V ipf praes indic', 'S inan acc', 'НА', 'A - loc sg plen f -', 'S inan loc', 'ДО', 'A - gen sg plen n -', 'S inan gen', 'CONJ', 'S inan gen', 'A - gen sg plen f -', 'S inan gen', '.']",0.4106293031664334,0.20365540449987635
932,937,0,греть#187,"['лампа', 'должный', 'светить']","['S inan nom', 'A - - pl brev - -', 'V ipf - inf', 'CONJ', 'PART', 'V ipf - inf', '.']",0.3044748765555452,0.17035603704987498
933,938,0,греть#188,"['лето', 'стоять', 'солнце', 'крышка', 'капот', 'нагреться', 'степень', 'строительный', 'фен', 'совсем']","['V ipf praet indic', 'S inan nom', ',', 'CONJ', 'ADV', 'V ipf praes ger', 'НА', 'S inan loc', 'S inan nom', 'S inan gen', 'V pf praet indic', 'ДО', 'A - loc sg plen f -', 'S inan loc', ',', 'CONJ', 'V ipf - inf', 'A - nonflex nonflex plen - -', 'A - ins sg plen m -', 'S inan ins', 'V ipf praet indic', 'ADV', 'PART', 'ADV', '.']",0.3880924893796654,0.18320777190129045
934,939,0,греть#189,"['рано', 'крышка', 'капот', 'закрепить', 'стандартный', 'кусок', 'материя', 'зима', 'лежать', 'снег', 'начинать', 'двигатель', 'видно', 'сначала', 'оттаивать', 'проклеить', 'остальное', 'достаточно', 'быстро']","['У', 'SPRO', 'ADV', 'НА', 'S inan loc', 'S inan gen', 'V ipf praet indic', 'PARTCP', 'A - acc sg plen m inan', 'S inan acc', 'S inan gen', ',', 'ADV', 'PART', 'С', 'SPRO', ',', 'S inan ins', ',', 'CONJ', 'НА', 'S inan loc', 'V ipf praes indic', 'S inan nom', 'CONJ', 'V ipf praes indic', 'V ipf - inf', 'S inan acc', 'ADV', ',', 'CONJ', 'ADV', 'V ipf praes indic', 'S inan nom', 'ADV', ',', 'ADV', 'ADV', 'PARTCP', ',', 'ADV', 'V ipf praes indic', 'A - acc pl plen - inan', 'S inan nom', ',', 'CONJ', 'ADV', 'ADV', '.']",0.2475358178992935,0.2038492186897832
935,940,0,греть#190,"['обеденный', 'час', 'солнце', 'сильный', 'растение', 'терять', 'вода', 'результат', 'резко', 'снижаться', 'ассимиляционный', 'функция', 'лист']","['В', 'A - acc pl plen - inan', 'S inan acc', ',', 'CONJ', 'S inan nom', 'V ipf praes indic', 'A comp - - plen - -', ',', 'S inan nom', 'V ipf praes indic', 'ADV', 'S inan gen', ',', 'В', 'S inan loc', 'S - gen', 'У', 'SPRO', 'ADV', 'V ipf praes indic', 'A - nom pl plen - -', 'S inan nom', 'S inan gen', '.']",0.311382621482763,0.18856786668063
936,941,0,греть#191,"['ребята', 'кутаться', 'плед', 'рука', 'горячий', 'чай', 'продолжать', 'игнорировать', 'сон', 'самый', 'утро', 'готовить', 'демонстрационный', 'стенд', 'проект', 'презентация', 'репетировать', 'доклад']","['S anim nom', 'V ipf praet indic', 'В', 'S inan acc', ',', 'V ipf praet indic', 'S inan acc', 'A - ins sg plen m -', 'S inan ins', 'CONJ', 'V ipf praet indic', 'V ipf - inf', 'S inan acc', ',', 'ДО', 'A - gen sg plen m -', 'S inan gen', 'V ipf praes ger', 'A - nom pl plen - -', 'S inan nom', 'S inan gen', ',', 'S inan gen', 'CONJ', 'V ipf praes ger', 'S inan acc', '.']",0.3001348971628059,0.19987632171700695
937,942,0,греть#192,"['обогрев', 'картер', 'пластина', 'позволять', 'масло', 'двигатель', 'нагреваться', 'быстро', 'минута', 'зависимость', 'окружающий', 'среда']","['S inan nom', 'S inan gen', 'PARTCP', 'S inan gen', 'V ipf praes indic', 'S inan dat', 'В', 'S inan loc', 'S inan gen', 'V ipf - inf', 'ADV', 'ADV', ',', 'ОТ', 'NUM', 'ДО', 'NUM', 'S inan gen', 'В', 'S inan loc', 'ОТ', 'A - gen sg plen f -', 'S inan gen', '.']",0.26344009372159893,0.18873503840801853
938,943,0,греть#193,"['пластина', 'легко', 'приклеить', 'блок', 'двигатель', 'антифриз']","['S inan acc', 'ADV', 'ADV', 'ADV', 'V pf - inf', 'НА', 'S inan acc', 'S inan gen', 'CONJ', 'V ipf - inf', 'S inan acc', 'В', 'S inan loc', '.']",0.24679619592471871,0.20837533850903164
939,944,0,греть#194,"['прозрачный', 'морской', 'волна', 'легкий', 'шорох', 'набегать', 'берег', 'солнышко', 'тело', 'разливаться', 'нега', 'отпускной', 'удовольствие']","['A - nom pl plen - -', 'A - nom pl plen - -', 'S inan nom', 'С', 'A - ins sg plen m -', 'S inan ins', 'V ipf praes indic', 'НА', 'S inan acc', ',', 'V ipf praes indic', 'S inan nom', ',', 'ВО', 'S - dat', 'S inan loc', 'V ipf praes indic', 'S inan nom', 'A - gen sg plen n -', 'S inan gen', '.']",0.25787248935357115,0.21591756581336416
940,945,0,греть#195,"['кабель', 'нагревательный', 'электрический', 'использовать', 'обогрев']","['S anim nom', 'PARTCP', '(', 'A - gen sg plen m -', ')', '–', 'A - acc sg plen m inan', 'S inan acc', ',', 'PARTCP', 'ДЛЯ', 'S inan gen', '.']",0.2610470751760679,0.19475786086610575
941,946,0,греть#196,"['чайник', 'нагревать', 'вода', 'считать', 'минута', 'термопот', 'выполнять', 'функция', 'термос', 'удобный', 'придтись', 'повторно', 'надолго', 'сохранить', 'температура']","['S inan nom', 'PART', 'V ipf praes indic', 'S inan acc', 'В', 'PARTCP', 'S inan acc', ',', 'CONJ', 'S inan acc', 'ADV', 'CONJ', 'V ipf praes indic', 'S inan acc', 'S inan gen', ',', 'CONJ', 'ADV', 'A - - sg brev n -', ',', 'CONJ', 'SPRO', 'PART', 'V pf fut indic', 'V ipf - inf', 'S inan acc', 'ADV', ',', 'CONJ', 'SPRO', 'ADV', 'V pf fut indic', 'A - acc sg plen f -', 'S inan acc', '.']",0.3406264798989379,0.1894376341285495
942,947,0,греть#197,"['мокрый', 'пуховой', 'спальник']","['CONJ', 'A - nom sg plen m -', 'A - nom sg plen m -', 'S inan nom', 'PART', 'V ipf praes indic', 'ADV', '!.']",0.2417637594501891,0.21738156024489613
943,948,0,греть#198,"['влажный', 'хорошо', 'сухой', 'синтепон']","['A - gen sg plen m -', ',', 'SPRO', 'V ipf praes indic', 'ADV', 'A - gen sg plen m -', 'S inan gen', '.']",0.32445807646110036,0.20746403214571663
944,949,0,греть#199,"['отпотеть', 'внутренность', 'плохо', 'радость', 'просыпаться', 'мокрый']","['PARTCP', 'S inan acc', 'V ipf praes indic', 'ADV', ',', 'CONJ', 'CONJ', 'S inan acc', 'ЗА', 'S inan acc', 'V ipf - inf', 'A - ins sg plen n -', '?.']",0.28057254645255286,0.19248807979628804
945,950,0,греть#200,"['прекрасно', 'мокрый', 'невыжатый', 'сохнуть', 'мнгновенно']","['ADV', 'V ipf praes indic', 'PART', 'A - nom sg plen m -', 'CONJ', 'A - nom sg plen f -', 'V ipf praes indic', 'ADV', '.']",0.34071612462813744,0.1703114050351051
946,951,0,греть#202,"['солнышко', 'день', 'наконец', 'леша', 'разводить', 'костер', 'кипятить', 'чай', 'решить', 'позагорать']","['S inan nom', 'В', 'A - acc sg plen m inan', 'S inan acc', 'ADV', '-', 'CONJ', 'V ipf praet indic', 'CONJ', ',', 'CONJ', 'S anim nom', 'V ipf praet indic', 'S anim nom', 'CONJ', 'V ipf praet indic', 'S inan acc', ',', 'SPRO', 'V pf praet indic', 'V pf - inf', '.']",0.2925274836059671,0.17810222422838254
947,952,0,греть#203,"['один', 'болт', 'удаться', 'вывернуть', 'придтись', 'газ', 'открутиться']","['A - nom sg plen m -', 'ИЗ', 'S inan gen', 'SPRO', 'CONJ', 'PART', 'V pf praet indic', 'V pf - inf', '–', 'V pf praet indic', 'V ipf - inf', 'S inan ins', ',', 'PART', 'ПОСЛЕ', 'S - gen', 'SPRO', 'V pf praet indic', '.']",0.24775127150730233,0.2268165077852848
948,953,0,греть#204,"['ощущение', 'аппарат', 'сильно', 'мощность', 'радиатор']","['ADV', ',', 'ПО', 'S inan dat', 'S inan acc', 'V ipf praes indic', 'ADV', ',', 'CONJ', 'A - gen sg plen f -', 'PART', 'S inan gen', 'S inan acc', '.']",0.2539854113318312,0.18103239438872293
949,954,0,греть#205,"['эфир', 'борный', 'кислота', 'гореть', 'объемный', 'слегка', 'зеленоватый', 'пламень', 'который', 'обжигать', 'ощутимо', 'спокойно', 'держать', 'рука']","['S inan nom', 'A - gen sg plen f -', 'S inan gen', 'V ipf praes indic', 'ADV', 'A - nom sg plen m -', ',', 'ADV', 'A - ins sg plen m -', 'S inan ins', ',', 'A - nom sg plen n -', 'PART', 'PART', 'PART', 'V ipf praes indic', ',', 'CONJ', 'PART', 'PART', 'V ipf praes indic', 'ADV', ',', 'В', 'SPRO', 'ADV', 'ADV', 'V ipf - inf', 'S inan acc', '.']",0.2640245370518661,0.20094196957853566
950,955,0,греть#206,"['благодатный', 'огонь', 'температура', 'градус', 'цельсий']","['A - nom sg plen m -', 'S inan nom', ',', 'ADV', ',', 'PART', 'V ipf praes indic', ',', 'SPRO', 'S inan nom', '-', 'ОКОЛО', 'NUM', '-', 'NUM', 'S inan gen', 'S anim gen', '.']",0.28177318488887093,0.18028798795658418
951,956,0,греть#207,"['поставить', 'посуда', 'самый', 'слабый', 'нагрев', 'деление', 'ти', 'примерно', 'минута', 'стрелок', 'термоконтролер', 'достигнуть', 'середина', 'зеленый', 'поле']","['V pf - inf', 'S inan acc', 'НА', 'A - acc sg plen m inan', 'A - acc sg plen m inan', 'S inan acc', '(', 'NUM', '-', 'S - nonflex', 'CONJ', 'NUM', '-', 'S - nonflex', 'S inan nom', 'ИЗ', 'NUM', '-', 'S inan loc', ')', ',', 'V ipf - inf', 'ADV', 'NUM', 'S inan gen', ',', 'CONJ', 'S inan nom', 'S anim acc', 'PART', 'V pf fut indic', 'S inan gen', 'A - nom pl plen - -', 'S inan nom', '.']",0.2763472039469503,0.23526381939693577
952,957,0,греть#208,"['солнышко', 'светить', 'ласково', 'приветливо']","['S inan nom', 'V ipf praes indic', 'CONJ', 'V ipf praes indic', 'ADV', 'ADV', ',', 'ADV', 'ADV', '...']",0.2580307096662887,0.1949512864669227
953,958,0,греть#209,"['день', 'байкер', 'продувать', 'ветер', 'мочить', 'дождь', 'светить', 'по-осеннему', 'солнце']","['В', 'A - acc sg plen m inan', 'S inan acc', 'S anim acc', 'V ipf praet indic', 'S inan nom', ',', 'V ipf praet indic', 'S inan nom', 'CONJ', 'PART', 'ADV', 'V ipf praet indic', ',', 'CONJ', 'ADV', 'ADV', 'PART', 'V ipf praet indic', 'S inan nom', '.']",0.2555920102043281,0.22280163233494177
954,959,0,греть#210,"['обычно', 'вынимать', 'визуальный', 'тактильный', 'контроль', 'температура']","['ADV', 'SPRO', 'V ipf praes indic', 'NONLEX', 'CONJ', 'V ipf praes indic', 'НА', 'A - acc sg plen m inan', 'CONJ', 'A - nom sg plen m -', 'S inan nom', 'S inan gen', '.']",0.2411540707696987,0.19576891781096958
955,960,0,греть#211,"['мечта', 'каждый', 'человек', 'водоем', 'вблизи', 'теплый', 'день', 'солнышко']","['S inan nom', 'A - gen sg plen m -', 'S anim gen', '–', 'S inan gen', 'ADV', 'CONJ', 'A - acc pl plen - inan', 'S inan acc', 'С', 'PARTCP', 'S inan ins', '.']",0.2869866689656602,0.22264039859466872
956,961,0,греть#212,"['полуденный', 'солнце', 'нежить']","['A - nom sg plen n -', 'S inan nom', 'V ipf praet indic', 'CONJ', 'V ipf praet indic', '.']",0.2631646715085742,0.1962922257379293
